R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,diff
0.6443774709441709,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.35610130278328594,2,10,3,2,100,0.016731858413331024
0.6443774709441709,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.35610130278328594,2,10,5,5,100,0.016731858413331024
0.6443774709441709,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.3561013027832859,2,10,1,2,100,0.016731858413331024
0.6443774709441709,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.35610130278328594,2,10,3,5,100,0.016731858413331024
0.6443774709441709,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.35610130278328594,2,10,3,3,100,0.016731858413331024
0.6443774709441709,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.35610130278328583,2,10,1,5,100,0.016731858413331024
0.6443774709441709,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.35610130278328594,2,10,1,3,100,0.016731858413331024
0.644377470944171,0.6276456125308398,1217746.7968395164,1278696.914319459,0.34538649443600367,0.3561013027832859,2,10,5,2,100,0.016731858413331135
0.644377470944171,0.6276456125308398,1217746.7968395164,1278696.9143194589,0.34538649443600367,0.35610130278328583,2,10,5,3,100,0.016731858413331135
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526934,0.33562238463835414,0.34878073654045433,2,12,5,2,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526936,0.3356223846383542,0.34878073654045433,2,12,5,5,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526936,0.33562238463835414,0.34878073654045433,2,12,3,5,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526936,0.33562238463835425,0.34878073654045444,2,12,1,5,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526936,0.33562238463835414,0.34878073654045433,2,12,1,2,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526934,0.33562238463835414,0.34878073654045433,2,12,5,3,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526936,0.3356223846383542,0.34878073654045433,2,12,3,3,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526934,0.33562238463835414,0.34878073654045433,2,12,1,3,100,0.016946564560712973
0.6489871121707156,0.6320405476100026,1209828.731159612,1271128.2224526936,0.33562238463835414,0.34878073654045444,2,12,3,2,100,0.016946564560712973
