R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,C,degree,kernel,diff
0.7073143198124761,0.6906819630227081,1104747.6851123534,1165445.587918404,0.23913749949153,0.25119100129575594,600000,2,linear,0.016632356789767933
0.7073143198124761,0.6906819630227081,1104747.6851123534,1165445.587918404,0.23913749949153,0.25119100129575594,600000,3,linear,0.016632356789767933
0.7073143198124761,0.6906819630227081,1104747.6851123534,1165445.587918404,0.23913749949153,0.25119100129575594,600000,4,linear,0.016632356789767933
0.7073143198124761,0.6906819630227081,1104747.6851123534,1165445.587918404,0.23913749949153,0.25119100129575594,600000,5,linear,0.016632356789767933
0.7078412310524471,0.6908112487048783,1103752.8188903164,1165202.0017746973,0.23842084397399146,0.24990140139699665,1000000,3,linear,0.017029982347568806
0.7078412310524471,0.6908112487048783,1103752.8188903164,1165202.0017746973,0.23842084397399146,0.24990140139699665,1000000,2,linear,0.017029982347568806
0.7078412310524471,0.6908112487048783,1103752.8188903164,1165202.0017746973,0.23842084397399146,0.24990140139699665,1000000,5,linear,0.017029982347568806
0.7078412310524471,0.6908112487048783,1103752.8188903164,1165202.0017746973,0.23842084397399146,0.24990140139699665,1000000,4,linear,0.017029982347568806
0.707922977584348,0.690768811438764,1103598.3921077254,1165281.9631099775,0.23855592548913054,0.2503629736185829,900000,3,linear,0.01715416614558396
0.707922977584348,0.690768811438764,1103598.3921077254,1165281.9631099775,0.23855592548913054,0.2503629736185829,900000,5,linear,0.01715416614558396
0.707922977584348,0.690768811438764,1103598.3921077254,1165281.9631099775,0.23855592548913054,0.2503629736185829,900000,4,linear,0.01715416614558396
0.707922977584348,0.690768811438764,1103598.3921077254,1165281.9631099775,0.23855592548913054,0.2503629736185829,900000,2,linear,0.01715416614558396
0.7080064292743343,0.6908450712322594,1103440.721830342,1165138.2686112458,0.23868621110709998,0.2506070214384595,800000,2,linear,0.01716135804207497
0.7080064292743343,0.6908450712322594,1103440.721830342,1165138.2686112458,0.23868621110709998,0.2506070214384595,800000,3,linear,0.01716135804207497
0.7080064292743343,0.6908450712322594,1103440.721830342,1165138.2686112458,0.23868621110709998,0.2506070214384595,800000,4,linear,0.01716135804207497
0.7080064292743343,0.6908450712322594,1103440.721830342,1165138.2686112458,0.23868621110709998,0.2506070214384595,800000,5,linear,0.01716135804207497
0.7312962547396208,0.7068724553642282,1058520.3767014246,1134534.467689413,0.20449489587742492,0.2389144885490208,600000,2,poly,0.02442379937539263
0.7387488932729124,0.712194474232259,1043737.8482709441,1124187.9954281447,0.1993053928128253,0.23500979523219265,1000000,2,poly,0.026554419040653365
0.7359186230767283,0.709344677854441,1049376.297975097,1129740.0348913057,0.20131368579626469,0.23662948836782824,800000,2,poly,0.026573945222287287
0.7374362527529186,0.7108560307087657,1046356.6619902488,1126798.9891375953,0.20010688333929405,0.23552974319460115,900000,2,poly,0.02658022204415289
0.7545113854323944,0.7096698408676041,1011761.2456833861,1129107.9245460783,0.18776719799843825,0.23787912464732283,600000,3,poly,0.04484154456479028
