R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,learning_rate,loss,max_depth,max_features,n_estimators,diff
0.7332794524117704,0.7105194590531312,1054606.8790470464,1127454.6111491255,0.20760429876586003,0.22345154177408783,0.1,absolute_error,3,sqrt,45,0.022759993358639208
0.7332794524117704,0.7105194590531312,1054606.8790470464,1127454.6111491255,0.20760429876586003,0.22345154177408783,0.1,absolute_error,3,log2,45,0.022759993358639208
0.7383093357935675,0.7141846139744474,1044615.5286930483,1120294.4421687212,0.20527877287556895,0.22201516785822434,0.1,absolute_error,3,sqrt,50,0.024124721819120065
0.7383093357935675,0.7141846139744474,1044615.5286930483,1120294.4421687212,0.20527877287556895,0.22201516785822434,0.1,absolute_error,3,log2,50,0.024124721819120065
0.7577729873557064,0.7263948653180359,1005017.558576307,1096103.3399968534,0.2258117227497693,0.23789617757673573,0.1,huber,3,sqrt,45,0.03137812203767054
0.7577729873557064,0.7263948653180359,1005017.558576307,1096103.3399968534,0.2258117227497693,0.23789617757673573,0.1,huber,3,log2,45,0.03137812203767054
0.7619033664450963,0.7276891214814831,996412.0942413381,1093507.77438423,0.22235451292753064,0.2358301184337737,0.1,huber,3,sqrt,50,0.03421424496361314
0.7619033664450963,0.7276891214814831,996412.0942413381,1093507.77438423,0.22235451292753064,0.2358301184337737,0.1,huber,3,log2,50,0.03421424496361314
0.7641760242693637,0.7292172032179889,991645.2619989916,1090435.3300452242,0.18929824300237216,0.21308971786164013,0.1,absolute_error,3,sqrt,100,0.03495882105137482
0.7641760242693637,0.7292172032179889,991645.2619989916,1090435.3300452242,0.18929824300237216,0.21308971786164013,0.1,absolute_error,3,log2,100,0.03495882105137482
0.757953797509854,0.7218514783540004,1004642.3912878564,1105166.6154705053,0.19324535577705715,0.21891570316755637,0.3,absolute_error,3,log2,45,0.0361023191558536
0.757953797509854,0.7218514783540004,1004642.3912878564,1105166.6154705053,0.19324535577705715,0.21891570316755637,0.3,absolute_error,3,sqrt,45,0.0361023191558536
0.760214345197257,0.7234380729489409,999940.0464130811,1102010.102175432,0.19209805723679918,0.21776723727204472,0.3,absolute_error,3,sqrt,50,0.03677627224831603
0.760214345197257,0.7234380729489409,999940.0464130811,1102010.102175432,0.19209805723679918,0.21776723727204472,0.3,absolute_error,3,log2,50,0.03677627224831603
0.768654200908246,0.7305059850064383,982184.7159272713,1087837.289545643,0.18681977154945734,0.21255415681728998,0.1,absolute_error,3,sqrt,120,0.038148215901807725
0.768654200908246,0.7305059850064383,982184.7159272713,1087837.289545643,0.18681977154945734,0.21255415681728998,0.1,absolute_error,3,log2,120,0.038148215901807725
0.7641672061911544,0.7247402784331658,991663.8019368977,1099412.606478658,0.2397760518422007,0.2538403588218589,0.1,squared_error,3,log2,45,0.03942692775798862
0.7641672061911544,0.7247402784331658,991663.8019368977,1099412.606478658,0.2397760518422007,0.2538403588218589,0.1,squared_error,3,sqrt,45,0.03942692775798862
0.7682360579496891,0.7261434623166261,983071.9337120436,1096606.8034977561,0.23567692191169964,0.2507986664491806,0.1,squared_error,3,sqrt,50,0.042092595633063
0.7682360579496891,0.7261434623166261,983071.9337120436,1096606.8034977561,0.23567692191169964,0.2507986664491806,0.1,squared_error,3,log2,50,0.042092595633063
0.7763602398671106,0.7336908167520898,965688.08215322,1081390.2528469367,0.1802777742217683,0.21380775832612978,0.3,absolute_error,3,log2,100,0.042669423115020755
0.7763602398671106,0.7336908167520898,965688.08215322,1081390.2528469367,0.1802777742217683,0.21380775832612978,0.3,absolute_error,3,sqrt,100,0.042669423115020755
0.7795765848534882,0.7331356189691098,958718.761314585,1082516.8998338736,0.17850514018523772,0.21311074638868208,0.3,absolute_error,3,log2,120,0.046440965884378405
0.7795765848534882,0.7331356189691098,958718.761314585,1082516.8998338736,0.17850514018523772,0.21311074638868208,0.3,absolute_error,3,sqrt,120,0.046440965884378405
