R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,diff
0.6524694355135551,0.6202693569951048,1233001.3041488314,1319679.0253546946,0.3369724718753285,0.343620557280715,2,12,1,5,40,0.032200078518450304
0.6524694355135551,0.6202693569951047,1233001.3041488314,1319679.0253546943,0.33697247187532847,0.343620557280715,2,12,5,2,40,0.032200078518450415
0.6524694355135551,0.6202693569951047,1233001.3041488314,1319679.0253546943,0.3369724718753285,0.34362055728071506,2,12,5,3,40,0.032200078518450415
0.6524694355135551,0.6202693569951047,1233001.3041488314,1319679.0253546943,0.3369724718753285,0.34362055728071506,2,12,5,5,40,0.032200078518450415
0.6524694355135551,0.6202693569951045,1233001.3041488314,1319679.0253546943,0.3369724718753285,0.343620557280715,2,12,3,2,40,0.032200078518450526
0.6524694355135551,0.6202693569951045,1233001.3041488314,1319679.0253546943,0.3369724718753285,0.34362055728071506,2,12,1,3,40,0.032200078518450526
0.6524694355135552,0.6202693569951047,1233001.3041488314,1319679.0253546946,0.3369724718753285,0.34362055728071506,2,12,1,2,40,0.032200078518450526
0.6524694355135552,0.6202693569951045,1233001.3041488314,1319679.0253546943,0.3369724718753285,0.34362055728071506,2,12,3,3,40,0.03220007851845064
0.6524694355135552,0.6202693569951045,1233001.3041488314,1319679.0253546943,0.3369724718753285,0.343620557280715,2,12,3,5,40,0.03220007851845064
0.6487095220615278,0.6155802258980847,1239653.2463673784,1327802.1007785334,0.34844461074096456,0.35620119683434087,2,10,3,3,150,0.03312929616344307
0.6487095220615278,0.6155802258980846,1239653.2463673784,1327802.1007785334,0.34844461074096456,0.35620119683434087,2,10,3,5,150,0.03312929616344318
0.6487095220615278,0.6155802258980846,1239653.2463673784,1327802.1007785334,0.34844461074096456,0.356201196834341,2,10,1,5,150,0.03312929616344318
