R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,learning_rate,loss,max_depth,max_features,n_estimators,diff
0.4230361993661913,0.40561603200156293,1579943.8106250218,1574334.4078238688,0.6112207999438067,0.6139753864391111,0.01,squared_error,5,sqrt,45,0.01742016736462837
0.4531352268071368,0.43430577613017884,1538180.6133361845,1535869.4996554542,0.5914098883249271,0.594678184326751,0.01,squared_error,5,log2,50,0.01882945067695796
0.4531352268071368,0.43430577613017884,1538180.6133361845,1535869.4996554542,0.5914098883249271,0.594678184326751,0.01,squared_error,5,sqrt,50,0.01882945067695796
0.39018787801888555,0.3693947638110259,1624296.7880903247,1621594.378302537,0.500566127001183,0.5129042931273116,0.01,absolute_error,8,sqrt,45,0.020793114207859675
0.39018787801888555,0.3693947638110259,1624296.7880903247,1621594.378302537,0.500566127001183,0.5129042931273116,0.01,absolute_error,8,log2,45,0.020793114207859675
0.4216217275369585,0.3977877021172439,1581879.3029364152,1584667.8750483007,0.48053568231647614,0.49446883715963397,0.01,absolute_error,8,sqrt,50,0.023834025419714577
0.4216217275369585,0.3977877021172439,1581879.3029364152,1584667.8750483007,0.48053568231647614,0.49446883715963397,0.01,absolute_error,8,log2,50,0.023834025419714577
0.6295340822141986,0.6012793307189441,1266022.688799454,1289430.143393319,0.38586145529043847,0.39558146989405635,0.01,huber,5,sqrt,100,0.02825475149525447
0.6295340822141986,0.6012793307189441,1266022.688799454,1289430.143393319,0.38586145529043847,0.39558146989405635,0.01,huber,5,log2,100,0.02825475149525447
0.7527638856491587,0.7219328625974015,1034244.7230276142,1076808.0083883866,0.2051189231077492,0.21914582658631546,0.1,absolute_error,3,sqrt,45,0.030831023051757223
0.7527638856491587,0.7219328625974015,1034244.7230276142,1076808.0083883866,0.2051189231077492,0.21914582658631546,0.1,absolute_error,3,log2,45,0.030831023051757223
0.7579479384566755,0.7262387935899685,1023344.2458020706,1068438.1749578365,0.20192484941687125,0.21649636451192492,0.1,absolute_error,3,log2,50,0.03170914486670706
0.7579479384566755,0.7262387935899685,1023344.2458020706,1068438.1749578365,0.20192484941687125,0.21649636451192492,0.1,absolute_error,3,sqrt,50,0.03170914486670706
0.6494268815548183,0.6164587341868772,1231563.0907900871,1264647.507549928,0.43865748687498235,0.4482775911633202,0.01,squared_error,5,log2,100,0.03296814736794107
0.6494268815548183,0.6164587341868772,1231563.0907900871,1264647.507549928,0.43865748687498235,0.4482775911633202,0.01,squared_error,5,sqrt,100,0.03296814736794107
0.7795089712880436,0.7428169164341516,976703.6727348843,1035582.3582348953,0.22848863807587866,0.24245736487663325,0.1,huber,3,log2,45,0.03669205485389204
0.7795089712880436,0.7428169164341516,976703.6727348843,1035582.3582348953,0.22848863807587866,0.24245736487663325,0.1,huber,3,sqrt,45,0.03669205485389204
0.7759702884879587,0.738496914947963,984510.0839054543,1044243.6720561759,0.19537304590407875,0.21782463142775887,0.3,absolute_error,3,sqrt,45,0.03747337353999569
0.7759702884879587,0.738496914947963,984510.0839054543,1044243.6720561759,0.19537304590407875,0.21782463142775887,0.3,absolute_error,3,log2,45,0.03747337353999569
0.7781242171651089,0.7400067353069698,979765.8779488968,1041224.7733461738,0.18888194063638686,0.20952709763757396,0.1,absolute_error,3,sqrt,100,0.038117481858139124
0.7781242171651089,0.7400067353069698,979765.8779488968,1041224.7733461738,0.18888194063638686,0.20952709763757396,0.1,absolute_error,3,log2,100,0.038117481858139124
0.7835686602537064,0.7449635771315293,967670.3470242529,1031251.3924997905,0.22367604206319056,0.2386730471673103,0.1,huber,3,log2,50,0.03860508312217714
0.7835686602537064,0.7449635771315293,967670.3470242529,1031251.3924997905,0.22367604206319056,0.2386730471673103,0.1,huber,3,sqrt,50,0.03860508312217714
0.7799801430434892,0.7402070581858848,975659.5456793244,1040823.5680736413,0.19338360192118959,0.21706189902493248,0.3,absolute_error,3,log2,50,0.039773084857604335
0.7799801430434892,0.7402070581858848,975659.5456793244,1040823.5680736413,0.19338360192118959,0.21706189902493248,0.3,absolute_error,3,sqrt,50,0.039773084857604335
0.7839318009429642,0.743899211616966,966858.2003155797,1033401.0572090836,0.24224421941298085,0.2540409178999889,0.1,squared_error,3,log2,45,0.04003258932599818
0.7839318009429642,0.743899211616966,966858.2003155797,1033401.0572090836,0.24224421941298085,0.2540409178999889,0.1,squared_error,3,sqrt,45,0.04003258932599818
0.7889520010474665,0.7467516136933733,955560.0364677887,1027630.0304372733,0.2370503478727652,0.2496768365419345,0.1,squared_error,3,sqrt,50,0.04220038735409326
0.7889520010474665,0.7467516136933733,955560.0364677887,1027630.0304372733,0.2370503478727652,0.2496768365419345,0.1,squared_error,3,log2,50,0.04220038735409326
0.4646506307608773,0.4172917460269494,1521899.613094878,1558795.088487436,0.5073913967943939,0.5191101959567189,0.01,huber,8,log2,45,0.04735888473392791
0.4646506307608773,0.4172917460269494,1521899.613094878,1558795.088487436,0.5073913967943939,0.5191101959567189,0.01,huber,8,sqrt,45,0.04735888473392791
0.7998998125254198,0.7521549367375555,930445.8576311452,1016608.1339305931,0.17550669550335693,0.20640364093692293,0.1,absolute_error,5,sqrt,45,0.04774487578786424
0.7998998125254198,0.7521549367375555,930445.8576311452,1016608.1339305931,0.17550669550335693,0.20640364093692293,0.1,absolute_error,5,log2,45,0.04774487578786424
0.6392212474658054,0.5909740023700041,1249360.6845698047,1305987.1388380008,0.3295227769899135,0.35604897843392147,0.01,absolute_error,8,log2,100,0.04824724509580136
0.6392212474658054,0.5909740023700041,1249360.6845698047,1305987.1388380008,0.3295227769899135,0.35604897843392147,0.01,absolute_error,8,sqrt,100,0.04824724509580136
0.8069705907617003,0.7573751620314713,913858.8031675358,1005845.026827267,0.20343177525764627,0.22320785830899345,0.1,huber,3,log2,100,0.04959542873022904
0.8069705907617003,0.7573751620314713,913858.8031675358,1005845.026827267,0.20343177525764627,0.22320785830899345,0.1,huber,3,sqrt,100,0.04959542873022904
