R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,learning_rate,loss,max_depth,max_features,n_estimators,diff
0.3393349175663464,0.3395862887640526,1690666.845065295,1659477.943476559,0.5615596794598309,0.5609092901396667,0.01,huber,3,sqrt,45,0.0002513711977062405
0.3393349175663464,0.3395862887640526,1690666.845065295,1659477.943476559,0.5615596794598309,0.5609092901396667,0.01,huber,3,log2,45,0.0002513711977062405
0.3650391699490324,0.36412064312837134,1657451.4902928781,1628361.4300118221,0.5482253239830908,0.547730891693569,0.01,huber,3,sqrt,50,0.0009185268206610697
0.3650391699490324,0.36412064312837134,1657451.4902928781,1628361.4300118221,0.5482253239830908,0.547730891693569,0.01,huber,3,log2,50,0.0009185268206610697
0.3212014921944606,0.32328388791646856,1713711.8446129425,1679835.2959290002,0.5251646299914731,0.5256014836080186,0.01,absolute_error,3,sqrt,50,0.002082395722007968
0.3212014921944606,0.32328388791646856,1713711.8446129425,1679835.2959290002,0.5251646299914731,0.5256014836080186,0.01,absolute_error,3,log2,50,0.002082395722007968
0.2966500836392889,0.29951889025997935,1744428.1208269491,1709077.1105578062,0.5408542323571799,0.5410795493089037,0.01,absolute_error,3,sqrt,45,0.002868806620690445
0.2966500836392889,0.29951889025997935,1744428.1208269491,1709077.1105578062,0.5408542323571799,0.5410795493089037,0.01,absolute_error,3,log2,45,0.002868806620690445
0.3443976348851916,0.3410326186883562,1684176.5450495258,1657659.789103231,0.5196784304257461,0.5229809243897058,0.01,absolute_error,5,sqrt,45,0.0033650161968353798
0.3443976348851916,0.3410326186883562,1684176.5450495258,1657659.789103231,0.5196784304257461,0.5229809243897058,0.01,absolute_error,5,log2,45,0.0033650161968353798
0.3731439488598378,0.36869462113642804,1646839.481370112,1622494.333138785,0.5014394723927835,0.5052084002407261,0.01,absolute_error,5,sqrt,50,0.0044493277234097794
0.3731439488598378,0.36869462113642804,1646839.481370112,1622494.333138785,0.5014394723927835,0.5052084002407261,0.01,absolute_error,5,log2,50,0.0044493277234097794
0.49740403161509217,0.4927902121045762,1474608.9288016672,1454310.8917554754,0.39615160894963536,0.3987913538025579,0.01,absolute_error,3,sqrt,100,0.004613819510515982
0.49740403161509217,0.4927902121045762,1474608.9288016672,1454310.8917554754,0.39615160894963536,0.3987913538025579,0.01,absolute_error,3,log2,100,0.004613819510515982
0.36206903001050295,0.3571120105239912,1661323.4766995362,1637310.6998356183,0.6445958326242017,0.6441250547078682,0.01,squared_error,3,log2,45,0.004957019486511727
0.36206903001050295,0.3571120105239912,1661323.4766995362,1637310.6998356183,0.6445958326242017,0.6441250547078682,0.01,squared_error,3,sqrt,45,0.004957019486511727
0.3873838017075242,0.38183831929886314,1628026.9765482638,1605515.430217154,0.6283804569647796,0.6280050829255043,0.01,squared_error,3,log2,50,0.00554548240866104
0.3873838017075242,0.38183831929886314,1628026.9765482638,1605515.430217154,0.6283804569647796,0.6280050829255043,0.01,squared_error,3,sqrt,50,0.00554548240866104
0.5539455398480577,0.5438020383038039,1389188.892306054,1379240.8581510854,0.43194891860511325,0.43376929339252096,0.01,huber,3,sqrt,100,0.010143501544253808
0.5539455398480577,0.5438020383038039,1389188.892306054,1379240.8581510854,0.43194891860511325,0.43376929339252096,0.01,huber,3,log2,100,0.010143501544253808
0.39453602895501416,0.3826376585196727,1618495.5566761717,1604477.0557642994,0.5321518652026649,0.5356769079384901,0.01,huber,5,sqrt,45,0.011898370435341477
0.39453602895501416,0.3826376585196727,1618495.5566761717,1604477.0557642994,0.5321518652026649,0.5356769079384901,0.01,huber,5,log2,45,0.011898370435341477
0.5733447448169813,0.5604879306055341,1358644.7301672522,1353782.3468421998,0.4884404984492724,0.4911245039706954,0.01,squared_error,3,log2,100,0.012856814211447132
0.5733447448169813,0.5604879306055341,1358644.7301672522,1353782.3468421998,0.4884404984492724,0.4911245039706954,0.01,squared_error,3,sqrt,100,0.012856814211447132
0.4255437360248222,0.4118714334652961,1576506.7830784654,1566028.2098888336,0.5153125131242109,0.519181587103829,0.01,huber,5,sqrt,50,0.013672302559526117
0.4255437360248222,0.4118714334652961,1576506.7830784654,1566028.2098888336,0.5153125131242109,0.519181587103829,0.01,huber,5,log2,50,0.013672302559526117
0.5717701126458754,0.556376773904127,1361149.5574261316,1360099.1891012955,0.3629007600997854,0.37168816788637943,0.01,absolute_error,5,log2,100,0.015393338741748419
0.5717701126458754,0.556376773904127,1361149.5574261316,1360099.1891012955,0.3629007600997854,0.37168816788637943,0.01,absolute_error,5,sqrt,100,0.015393338741748419
0.4230361993661913,0.40561603200156293,1579943.8106250218,1574334.4078238688,0.6112207999438067,0.6139753864391111,0.01,squared_error,5,log2,45,0.01742016736462837
