R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,diff
0.7196318621412664,0.6828175385461959,1102195.7908165858,1136121.3574601822,0.2960194281229236,0.3142008572384392,3,10,5,3,40,0.03681432359507053
0.7196318621412664,0.6828175385461959,1102195.7908165858,1136121.3574601822,0.2960194281229236,0.3142008572384392,3,10,5,2,40,0.03681432359507053
0.7196318621412664,0.6828175385461959,1102195.7908165858,1136121.3574601822,0.2960194281229236,0.3142008572384392,3,10,5,5,40,0.03681432359507053
0.7216214077522275,0.6847826335257978,1098278.1328886806,1132596.485529146,0.2940679795022681,0.31267335977931604,3,10,5,2,60,0.03683877422642967
0.7216214077522275,0.6847826335257978,1098278.1328886806,1132596.485529146,0.2940679795022681,0.312673359779316,3,10,5,3,60,0.03683877422642967
0.7216214077522275,0.6847826335257978,1098278.1328886806,1132596.485529146,0.2940679795022681,0.312673359779316,3,10,5,5,60,0.03683877422642967
0.7217741239013983,0.6847998883101027,1097976.838498127,1132565.4863241739,0.29408902433602807,0.3128242821693681,3,10,3,2,60,0.036974235591295534
0.7217741239013984,0.6847998883101027,1097976.838498127,1132565.4863241739,0.294089024336028,0.3128242821693681,3,10,3,5,60,0.036974235591295646
0.7217741239013984,0.6847998883101027,1097976.838498127,1132565.4863241739,0.294089024336028,0.3128242821693681,3,10,3,3,60,0.036974235591295646
0.719763687948775,0.6827494898760266,1101936.640588926,1136243.2232799232,0.29606210313266784,0.3144614982892279,3,10,3,5,40,0.03701419807274842
0.719763687948775,0.6827494898760266,1101936.640588926,1136243.2232799232,0.29606210313266784,0.3144614982892279,3,10,3,3,40,0.03701419807274842
0.719763687948775,0.6827494898760266,1101936.640588926,1136243.2232799232,0.29606210313266784,0.3144614982892279,3,10,3,2,40,0.03701419807274842
0.719763687948775,0.6827494898760266,1101936.640588926,1136243.2232799232,0.2960621031326678,0.3144614982892279,3,10,1,2,40,0.03701419807274842
0.719763687948775,0.6827494898760266,1101936.640588926,1136243.2232799232,0.29606210313266784,0.3144614982892279,3,10,1,3,40,0.03701419807274842
0.719763687948775,0.6827494898760266,1101936.640588926,1136243.2232799232,0.29606210313266773,0.3144614982892279,3,10,1,5,40,0.03701419807274842
0.7218393877815723,0.6847932220993485,1097848.0538707494,1132577.4626529037,0.2943321261711723,0.31306399757303194,3,10,1,5,60,0.03704616568222385
