codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1302071  / San Lucas,10500000.0,poblado,san lucas,madera laminada,4.0,216.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,216.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1302034  / Los Balsos,4800000.0,poblado,los balsos,ceramica,2.0,100.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1301978  / Cola del Zorro,11000000.0,poblado,cola del zorro,marmol,3.0,160.0,medellin zona 2 - el poblado,1.0,integral,3.0,3.0,6.0,160.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1301932  / Patio Bonito,5000000.0,poblado,patio bonito,porcelanato,2.0,115.0,medellin zona 2 - el poblado,2.0,integral,2.0,3.0,6.0,115.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1301929  / Ciudad del Rio,4000000.0,poblado,ciudad del rio,madera laminada y ceramica,3.0,105.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,5.0,105.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1301870  / Ciudad del Rio,3000000.0,poblado,ciudad del rio,porcelanato,1.0,50.0,medellin zona 2 - el poblado,1.0,integral,1.0,1.0,5.0,50.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1301809  / Ciudad del Rio,3100000.0,poblado,ciudad del rio,porcelanato,1.0,45.0,medellin zona 2 - el poblado,1.0,integral,1.0,1.0,6.0,45.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1301804  / Castropol,5200000.0,poblado,castropol,porcelanato,3.0,86.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,6.0,86.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1301802  / Castropol,5700000.0,poblado,castropol,madera,4.0,246.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,246.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1300792  / La Linde,5500000.0,poblado,la linde,porcelanato,3.0,100.0,medellin zona 2 - el poblado,1.0,integral,2.0,2.0,6.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1299723  / Castropol,5700000.0,poblado,castropol,madera laminada,4.0,160.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,160.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1299681  / Loma de San Julian,2100000.0,poblado,loma de san julian,ceramica,2.0,53.0,medellin zona 2 - el poblado,1.0,semi-integral,0.0,2.0,5.0,53.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Código 1299642  / El Poblado,4500000.0,poblado,el poblado,ceramica,3.0,150.0,medellin zona 2 - el poblado,2.0,integral,2.0,3.0,6.0,150.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1299602  / San Lucas,9800000.0,poblado,san lucas,ceramica,5.0,212.0,medellin zona 2 - el poblado,1.0,integral,3.0,3.0,6.0,212.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1299579  / Los Balsos,4000000.0,poblado,los balsos,porcelanatoen habitaciones.,2.0,115.0,medellin zona 2 - el poblado,1.0,semi-integralabierta con meson en acero inoxidable,1.0,2.0,6.0,115.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1299550  / Alejandria,9000000.0,poblado,alejandria,ceramica,4.0,260.0,medellin zona 2 - el poblado,1.0,integral,3.0,3.0,6.0,260.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1299516  / Castropol,5500000.0,poblado,castropol,otros,3.0,140.0,medellin zona 2 - el poblado,2.0,integral,2.0,3.0,6.0,140.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1194977  / Los Balsos,5500000.0,poblado,los balsos,porcelanato,1.0,64.0,medellin zona 2 - el poblado,1.0,integral,1.0,1.0,6.0,64.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1299503  / El Campestre,6200000.0,poblado,el campestre,madera,3.0,240.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,240.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1299419  / Alejandria,9000000.0,poblado,alejandria,marmol,5.0,247.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,247.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1299413  / Ciudad del Rio,5150000.0,poblado,ciudad del rio,porcelanato,3.0,75.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,6.0,75.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1299406  / Loma Los Gonzalez,17800000.0,poblado,loma los gonzalez,marmol,4.0,280.0,medellin zona 2 - el poblado,1.0,integral,3.0,3.0,6.0,280.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1299395  / Los Balsos,15400000.0,poblado,los balsos,madera,4.0,293.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,293.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1299131  / El Poblado,10000000.0,poblado,el poblado,marmolmarmol y ceramica,3.0,365.0,medellin zona 2 - el poblado,1.0,integralen marmol,3.0,3.0,6.0,365.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1299117  / Loma del Indio,2200000.0,poblado,loma del indio,ceramica,2.0,60.0,medellin zona 2 - el poblado,6.0,integral,1.0,3.0,4.0,60.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1299010  / Loma Los Gonzalez,5600000.0,poblado,loma los gonzalez,porcelanato,3.0,109.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,109.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298957  / Castropol,4300000.0,poblado,castropol,porcelanatoen la zona social y madera laminada en las alcobas,3.0,104.0,medellin zona 2 - el poblado,1.0,integralabierta com mesón en quarztone,2.0,2.0,0.0,104.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1298883  / El Poblado,15000000.0,poblado,el poblado,ceramica,4.0,300.0,medellin zona 2 - el poblado,1.0,integralabierta,2.0,3.0,6.0,300.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1298751  / La Linde,5700000.0,poblado,la linde,porcelanato,4.0,100.0,medellin zona 2 - el poblado,1.0,integral,2.0,2.0,6.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298657  / San Lucas,4200000.0,poblado,san lucas,madera laminada,2.0,125.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,6.0,125.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Código 1298588  / Patio Bonito,5000000.0,poblado,patio bonito,ceramica,2.0,115.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,5.0,77.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298512  / El Tesoro,7800000.0,poblado,el tesoro,ceramica,4.0,175.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,175.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298493  / Loma Los Gonzalez,4300000.0,poblado,loma los gonzalez,ceramica,2.0,108.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,6.0,108.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298467  / Transv. Superior,11000000.0,poblado,transv. superior,ceramica,4.0,171.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,6.0,171.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298450  / Castropol,4800000.0,poblado,castropol,ceramica,3.0,84.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,6.0,84.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298401  / Patio Bonito,3500000.0,poblado,patio bonito,ceramica,2.0,90.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,5.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1298234  / Intercontinental,4500000.0,poblado,intercontinental,porcelanato y madera laminadahabitaciones en madera laminada,2.0,70.0,medellin zona 2 - el poblado,1.0,integral,2.0,2.0,6.0,70.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1298204  / Loma de San Julian,2800000.0,poblado,loma de san julian,ceramica,2.0,70.0,medellin zona 2 - el poblado,1.0,integralcon barra,1.0,3.0,6.0,70.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298168  / Loma Los Gonzalez,4300000.0,poblado,loma los gonzalez,ceramica,3.0,110.0,medellin zona 2 - el poblado,1.0,integral,2.0,2.0,6.0,110.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298145  / Loma del Indio,2200000.0,poblado,loma del indio,ceramica,2.0,48.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,5.0,48.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1298140  / La Calera,6800000.0,poblado,la calera,ceramica,4.0,138.0,medellin zona 2 - el poblado,1.0,integral,2.0,4.0,6.0,138.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Código 1298098  / Ciudad del Rio,2500000.0,poblado,ciudad del rio,ceramica,1.0,50.0,medellin zona 2 - el poblado,1.0,integral,1.0,1.0,0.0,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1298097  / San Diego,5500000.0,poblado,san diego,ceramica,2.0,64.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,5.0,64.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1298089  / Ciudad del Rio,2700000.0,poblado,ciudad del rio,ceramica,2.0,55.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,0.0,55.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1298060  / Los Balsos,7000000.0,poblado,los balsos,ceramica,2.0,90.0,medellin zona 2 - el poblado,1.0,integral,2.0,2.0,6.0,90.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297935  / Loma el encierro,5600000.0,poblado,loma el encierro,ceramica,3.0,100.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297929  / Loma Los Gonzalez,6800000.0,poblado,loma los gonzalez,ceramica,3.0,144.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,144.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297917  / San Lucas,7300000.0,poblado,san lucas,ceramica,4.0,167.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,4.0,167.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1297893  / Castropol,3500000.0,poblado,castropol,ceramica,2.0,78.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,78.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297892  / Castropol,6500000.0,poblado,castropol,porcelanato,3.0,140.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,6.0,140.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297889  / La Florida,11400000.0,poblado,la florida,porcelanato,3.0,135.0,medellin zona 2 - el poblado,1.0,integral,2.0,2.0,6.0,135.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297874  / La Linde,5000000.0,poblado,la linde,ceramica,1.0,180.0,medellin zona 2 - el poblado,1.0,integral,0.0,1.0,5.0,180.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1297783  / El Poblado,4500000.0,poblado,el poblado,madera,2.0,180.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,0.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1297776  / San Lucas,664000000.0,poblado,san lucas,ceramica,3.0,139.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,139.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1297757  / El Campestre,6500000.0,poblado,el campestre,marmolalcobas en madera laminada,3.0,149.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,149.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1297737  / Patio Bonito,3700000.0,poblado,patio bonito,ceramica,3.0,100.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,6.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1297688  / La Calera,12100000.0,poblado,la calera,madera,4.0,220.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,220.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297631  / Los Balsos,3900000.0,poblado,los balsos,ceramica,2.0,115.0,medellin zona 2 - el poblado,1.0,integral,2.0,2.0,6.0,115.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1297569  / Castropol,9000000.0,poblado,castropol,ceramica,2.0,178.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,6.0,178.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1297567  / La Calera,11000000.0,poblado,la calera,maderay ceramica,5.0,278.0,medellin zona 2 - el poblado,3.0,integralred de gas,3.0,3.0,6.0,421.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1297565  / Loma del Indio,12300003.0,poblado,loma del indio,ceramica,1.0,450.0,medellin zona 2 - el poblado,2.0,integral,0.0,5.0,6.0,450.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1297562  / Patio Bonito,4700000.0,poblado,patio bonito,baldosa comun,2.0,147.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,147.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1297556  / Loma del Indio,3000000.0,poblado,loma del indio,ceramica,2.0,58.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,4.0,58.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1297533  / San Diego,2700000.0,poblado,san diego,ceramica,1.0,42.0,medellin zona 2 - el poblado,1.0,integral,0.0,2.0,4.0,42.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1297442  / Santa Ma. los Angeles,6300000.0,poblado,santa ma. los angeles,ceramica,5.0,296.0,medellin zona 2 - el poblado,2.0,integral,2.0,5.0,6.0,296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1297432  / La Frontera,5300000.0,poblado,la frontera,ceramica,3.0,114.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,6.0,114.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1297389  / Los Parra,7000000.0,poblado,los parra,maderaporcelanato,2.0,112.0,medellin zona 2 - el poblado,1.0,integral,1.0,2.0,6.0,112.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1297354  / Loma del Indio,2200000.0,poblado,loma del indio,ceramica,2.0,60.0,medellin zona 2 - el poblado,1.0,integral,0.0,2.0,4.0,60.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1297307  / Las Palmas,4200000.0,poblado,las palmas,ceramica,2.0,90.0,medellin zona 2 - el poblado,1.0,integral,1.0,3.0,0.0,90.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1297278  / Loma del Indio,6000000.0,poblado,loma del indio,porcelanato,2.0,80.0,medellin zona 2 - el poblado,1.0,integraltipo americano con isala,1.0,2.0,6.0,80.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Código 1292817  / Loma Los Gonzalez,4300000.0,poblado,loma los gonzalez,ceramica,3.0,98.0,medellin zona 2 - el poblado,1.0,integral,2.0,3.0,6.0,98.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
