codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1305892  / Los Colores,2500000.0,laureles,los colores,ceramica,3.0,95.0,medellin zona 3 - laureles,1.0,integral,2.0,5.0,0.0,95.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1305887  / Robledo,850000.0,laureles,robledo,ceramica,1.0,52.0,medellin zona 3 - laureles,9703.0,integral,0.0,3.0,3.0,52.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Código 1305885  / Calasanz,2300000.0,laureles,calasanz,ceramica,2.0,67.0,medellin zona 3 - laureles,805.0,integral,1.0,3.0,4.0,67.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1305884  / Calasanz,2400000.0,laureles,calasanz,ceramica,2.0,67.0,medellin zona 3 - laureles,1706.0,integral,0.0,3.0,3.0,67.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1305878  / Calasanz,1600000.0,laureles,calasanz,ceramica,2.0,60.0,medellin zona 3 - laureles,20.0,integral,0.0,2.0,4.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Código 1305825  / San Javier,650000.0,laureles,san javier,ceramica,1.0,48.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,2.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305760  / Lopez de Mesa,1050000.0,laureles,lopez de mesa,ceramica,1.0,45.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,0.0,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305758  / Cordoba,1300000.0,laureles,cordoba,ceramica,1.0,80.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,3.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305677  / Calasanz,2400000.0,laureles,calasanz,ceramica,2.0,72.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,0.0,72.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305672  / Los Colores,2500000.0,laureles,los colores,ceramica,3.0,100.0,medellin zona 3 - laureles,1.0,integral,2.0,5.0,4.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1305665  / Calasanía,1300000.0,laureles,calasanía,ceramica,1.0,50.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305659  / Calasanz,2400000.0,laureles,calasanz,ceramica,2.0,80.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,80.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305640  / El Nogal,4600000.0,laureles,el nogal,ceramica,2.0,105.0,medellin zona 3 - laureles,1.0,integral,1.0,2.0,5.0,105.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Código 1305595  / Los Colores,2500000.0,laureles,los colores,ceramica,3.0,102.0,medellin zona 3 - laureles,1.0,integral,2.0,5.0,4.0,102.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305586  / Robledo,1200000.0,laureles,robledo,ceramica,2.0,56.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,56.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305578  / Calasanz,2400000.0,laureles,calasanz,ceramica,2.0,75.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,3.0,75.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1305576  / Pilarica,2000000.0,laureles,pilarica,ceramica,2.0,84.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,84.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305573  / Santa Mónica,1700000.0,laureles,santa mónica,ceramica,1.0,60.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,4.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305549  / Robledo,1220400.0,laureles,robledo,ceramica,1.0,54.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,54.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305533  / Suramericana,2800000.0,laureles,suramericana,ceramica,3.0,114.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,5.0,114.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305520  / San Javier,850000.0,laureles,san javier,ceramica,1.0,40.0,medellin zona 3 - laureles,1.0,integralcon alacenas,0.0,3.0,3.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1305512  / San Javier,500000.0,laureles,san javier,ceramica,1.0,40.0,medellin zona 3 - laureles,1.0,semi-integral,0.0,1.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305493  / Los Colores,1400000.0,laureles,los colores,ceramica,1.0,32.0,medellin zona 3 - laureles,2.0,integral,0.0,1.0,4.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305474  / Los Colores,2250000.0,laureles,los colores,ceramica,2.0,60.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1305444  / Laureles,2800000.0,laureles,laureles,ceramica,2.0,85.0,medellin zona 3 - laureles,4.0,integral,1.0,3.0,5.0,85.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305443  / San German,2300000.0,laureles,san german,ceramica,2.0,62.0,medellin zona 3 - laureles,1.0,integral,1.0,2.0,4.0,62.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305420  / Robledo,830000.0,laureles,robledo,ceramica,1.0,50.0,medellin zona 3 - laureles,1.0,integral,1.0,2.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305393  / Almeria,2500000.0,laureles,almeria,ceramica,2.0,94.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305390  / Calasanz,3300000.0,laureles,calasanz,ceramica,2.0,85.0,medellin zona 3 - laureles,1.0,integralcon alacenas,1.0,3.0,4.0,85.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1305376  / Robledo,1300000.0,laureles,robledo,ceramica,2.0,52.0,medellin zona 3 - laureles,1.0,semi-integral,0.0,3.0,3.0,52.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1305374  / Los Colores,2200000.0,laureles,los colores,ceramica,2.0,70.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,0.0,70.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305372  / Robledo,1350000.0,laureles,robledo,ceramica,1.0,47.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,47.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305302  / Robledo,1500000.0,laureles,robledo,porcelanato,1.0,80.0,medellin zona 3 - laureles,2.0,semi-integral,0.0,5.0,2.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305300  / Robledo,1400000.0,laureles,robledo,ceramica,2.0,55.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,55.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305289  / Pilarica,1600000.0,laureles,pilarica,porcelanato,2.0,60.0,medellin zona 3 - laureles,1.0,semi-integral,0.0,3.0,4.0,60.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1305283  / 1er Parque Laureles,2700000.0,laureles,1er parque laureles,ceramica,2.0,120.0,medellin zona 3 - laureles,1.0,semi-integral,1.0,3.0,5.0,120.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305248  / Los Colores,2220000.0,laureles,los colores,ceramica,2.0,60.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,60.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305245  / Los Colores,2200000.0,laureles,los colores,ceramica,2.0,70.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,70.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305225  / San Javier,530000.0,laureles,san javier,ceramica,1.0,35.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305166  / Robledo,1600000.0,laureles,robledo,ceramica,2.0,65.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,65.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Código 1305163  / Calasanz,1800000.0,laureles,calasanz,ceramica,2.0,76.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,4.0,76.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305076  / Santa Lucía,950000.0,laureles,santa lucía,baldosa comun,1.0,60.0,medellin zona 3 - laureles,1.0,integralred de gas,0.0,2.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305058  / Estadio,2000000.0,laureles,estadio,marmol,3.0,100.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,5.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305056  / Robledo,1200000.0,laureles,robledo,ceramica,2.0,53.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,53.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305037  / Robledo,1600000.0,laureles,robledo,ceramica,2.0,70.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,70.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1305034  / Calasanz,1600000.0,laureles,calasanz,ceramica,2.0,60.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,4.0,60.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1305019  / Robledo,1300000.0,laureles,robledo,porcelanato,1.0,50.0,medellin zona 3 - laureles,9.0,integral,0.0,3.0,3.0,50.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1305013  / Robledo,1300000.0,laureles,robledo,porcelanato,1.0,45.0,medellin zona 3 - laureles,4.0,integral,0.0,2.0,3.0,45.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1305004  / Robledo,850000.0,laureles,robledo,ceramica,1.0,52.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,3.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304998  / Los Colores,2100000.0,laureles,los colores,ceramica,2.0,60.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,60.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1304945  / Robledo,800000.0,laureles,robledo,ceramica,1.0,42.0,medellin zona 3 - laureles,1.0,integralred de gas,0.0,2.0,3.0,42.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304912  / Robledo,1200000.0,laureles,robledo,ceramica,1.0,54.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,54.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Código 1304898  / Los Colores,950000.0,laureles,los colores,ceramica,1.0,45.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,45.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1304889  / Simón Bolivar,2600000.0,laureles,simón bolivar,ceramica,2.0,100.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304871  / Calasanz,1500000.0,laureles,calasanz,porcelanato,1.0,45.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,3.0,45.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1304832  / Laureles,3490000.0,laureles,laureles,ceramica,2.0,110.0,medellin zona 3 - laureles,1.0,integral,1.0,2.0,5.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304826  / Robledo,1100000.0,laureles,robledo,ceramica,1.0,48.0,medellin zona 3 - laureles,1.0,integral,0.0,3.0,3.0,48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Código 1304760  / Los Colores,2200000.0,laureles,los colores,ceramica,2.0,70.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,4.0,70.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Código 1304725  / Calasanz,2600000.0,laureles,calasanz,ceramica,2.0,84.0,medellin zona 3 - laureles,1.0,integralcon alacenas,1.0,3.0,4.0,84.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1304708  / Robledo,1000000.0,laureles,robledo,ceramica,2.0,90.0,medellin zona 3 - laureles,2.0,integral,0.0,3.0,0.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1304687  / Calasanz,1590000.0,laureles,calasanz,ceramica,1.0,55.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,3.0,55.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Código 1304672  / Robledo,1000000.0,laureles,robledo,ceramica,1.0,45.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,3.0,45.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Código 1304637  / Robledo,1080000.0,laureles,robledo,ceramica,1.0,50.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,0.0,50.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Código 1304513  / San Javier,900000.0,laureles,san javier,ceramica,1.0,60.0,medellin zona 3 - laureles,1.0,semi-integral,0.0,3.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304505  / Los Colores,3050000.0,laureles,los colores,porcelanato,2.0,115.0,medellin zona 3 - laureles,1.0,integral,0.0,2.0,5.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304501  / Calasanz,1000000.0,laureles,calasanz,ceramica,1.0,60.0,medellin zona 3 - laureles,301.0,integral,0.0,3.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304460  / Robledo,950000.0,laureles,robledo,ceramica,1.0,50.0,medellin zona 3 - laureles,404.0,integral,0.0,3.0,3.0,50.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304454  / Conquistadores,2900000.0,laureles,conquistadores,porcelanato,2.0,110.0,medellin zona 3 - laureles,1.0,integral,1.0,3.0,5.0,110.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304425  / Lopez de Mesa,1200000.0,laureles,lopez de mesa,ceramica,2.0,58.0,medellin zona 3 - laureles,201.0,semi-integral,0.0,3.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304391  / Pilarica,1200000.0,laureles,pilarica,ceramica,1.0,48.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,3.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304331  / Calasanz,1470000.0,laureles,calasanz,porcelanato,1.0,40.0,medellin zona 3 - laureles,1.0,integral,0.0,1.0,5.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Código 1304320  / Calasanz,1600000.0,laureles,calasanz,ceramica,2.0,58.0,medellin zona 3 - laureles,2003.0,integral,1.0,2.0,4.0,58.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Código 1304316  / Robledo,1150000.0,laureles,robledo,ceramica,2.0,50.0,medellin zona 3 - laureles,447.0,integral,0.0,3.0,3.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
