R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,colsample_bytree,eta,gamma,learning_rate,max_depth,n_estimators,objective,subsample,diff
0.49019990028563054,0.40435875773506635,1318444.016468847,1450482.3131529284,0.23695742996535565,0.25309676167653183,0.2,0.05,50,0.03,4,100,reg:squarederror,0.2,0.08584114255056419
0.49019990028563054,0.40435875773506635,1318444.016468847,1450482.3131529284,0.23695742996535565,0.25309676167653183,0.2,0.01,0,0.03,4,100,reg:squarederror,0.2,0.08584114255056419
0.49019990028563054,0.40435875773506635,1318444.016468847,1450482.3131529284,0.23695742996535565,0.25309676167653183,0.2,0.07,50,0.03,4,100,reg:squarederror,0.2,0.08584114255056419
0.49019990028563054,0.40435875773506635,1318444.016468847,1450482.3131529284,0.23695742996535565,0.25309676167653183,0.2,0.05,0,0.03,4,100,reg:squarederror,0.2,0.08584114255056419
0.49019990028563054,0.40435875773506635,1318444.016468847,1450482.3131529284,0.23695742996535565,0.25309676167653183,0.2,0.07,100,0.03,4,100,reg:squarederror,0.2,0.08584114255056419
0.49019990028563054,0.40435875773506635,1318444.016468847,1450482.3131529284,0.23695742996535565,0.25309676167653183,0.2,0.01,50,0.03,4,100,reg:squarederror,0.2,0.08584114255056419
0.49019990028563054,0.40435875773506635,1318444.016468847,1450482.3131529284,0.23695742996535565,0.25309676167653183,0.2,0.01,100,0.03,4,100,reg:squarederror,0.2,0.08584114255056419
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.05,0,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.07,100,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.05,50,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.01,0,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.01,100,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.05,100,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.07,50,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.07,0,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.41764412145653695,0.32967304908331396,1409145.9196745118,1538733.459464735,0.2311015847216219,0.2469488085037413,0.2,0.01,50,0.04,7,60,reg:squarederror,0.2,0.08797107237322299
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.07,50,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.01,0,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.01,50,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.07,0,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.05,0,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.07,100,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.05,100,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.05,50,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.5419475372776528,0.4531428287240429,1249739.0688657896,1389815.0586621268,0.23896891906171205,0.25544554815686626,0.2,0.01,100,0.03,4,130,reg:squarederror,0.2,0.08880470855360989
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.05,50,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.07,50,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.05,100,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.07,100,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.01,0,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.01,100,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.07,0,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.01,50,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.44503225486360964,0.3559014271000348,1375610.8949909022,1508329.5017073653,0.23520484216278145,0.24903470456354654,0.2,0.05,0,0.02,4,130,reg:squarederror,0.2,0.08913082776357484
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.07,50,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.05,0,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.01,0,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.07,0,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.05,100,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.01,100,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.07,100,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.01,50,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.4162256864487267,0.326871223689723,1410860.9931860792,1541945.8969351267,0.23398234181399133,0.24924902507730615,0.2,0.05,50,0.03,4,80,reg:squarederror,0.2,0.08935446275900372
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.01,100,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.01,0,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.07,100,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.01,50,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.05,50,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.07,50,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.07,0,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.05,100,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5141728147975957,0.4246068069723766,1287071.4058243886,1425615.5277531783,0.234891549774219,0.2520243995571824,0.2,0.05,0,0.04,5,80,reg:squarederror,0.2,0.08956600782521906
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.07,50,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.01,0,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.07,100,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.07,0,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.01,50,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.05,0,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.01,100,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.05,50,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.5469397238777552,0.45700802520530226,1242910.1316745973,1384894.7298835446,0.2389044278007764,0.25584273737620045,0.2,0.05,100,0.04,4,100,reg:squarederror,0.2,0.08993169867245299
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.01,0,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.05,100,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.05,50,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.07,0,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.01,50,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.01,100,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.07,50,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.05,0,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.41950016900554854,0.32902440868775584,1406898.5575401415,1539477.7554732568,0.23042644449790917,0.2460329830141579,0.2,0.07,100,0.04,9,60,reg:squarederror,0.2,0.0904757603177927
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.01,50,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.07,0,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.05,50,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.07,50,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.05,100,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.01,100,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.05,0,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.07,100,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.457801016406993,0.3660693345187713,1359693.6994069787,1496376.7008480807,0.2324286393151224,0.24829046680310896,0.2,0.01,0,0.02,4,130,reg:squarederror,0.3,0.09173168188822167
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.01,50,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.07,0,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.05,50,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.07,100,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.07,50,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.05,100,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.01,0,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.05,0,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.5219977838191847,0.4301707769736459,1276664.2308168877,1418706.0344469917,0.2356820672093359,0.25437364086306324,0.2,0.01,100,0.04,4,80,reg:squarederror,0.3,0.0918270068455388
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.07,0,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.01,100,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.01,0,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.05,100,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.05,0,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.07,100,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.01,50,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.07,50,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.4230384447780532,0.33019398826354307,1402604.3239179929,1538135.4361098323,0.23124704590092882,0.24779172589905996,0.2,0.05,50,0.03,5,80,reg:squarederror,0.2,0.09284445651451012
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.01,100,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.05,100,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.05,50,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.07,100,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.05,0,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.01,0,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.01,50,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.07,50,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.50370706988818,0.410757449812466,1300860.6589727008,1442670.3538124696,0.23521974912681864,0.25229890117653964,0.2,0.07,0,0.03,4,100,reg:squarederror,0.3,0.09294962007571406
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.07,0,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.01,0,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.01,100,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.05,100,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.05,50,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.07,50,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.05,0,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.07,100,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.552899380521745,0.4597161178975947,1234708.3107033065,1381436.9336908548,0.2354891282798332,0.2530205683262855,0.2,0.01,50,0.03,4,130,reg:squarederror,0.3,0.09318326262415033
0.5196974844624429,0.4264791986670161,1279732.402039529,1423294.0840837436,0.23229964570839765,0.25131686183061497,0.2,0.07,100,0.04,7,80,reg:squarederror,0.2,0.09321828579542679
0.5196974844624429,0.4264791986670161,1279732.402039529,1423294.0840837436,0.23229964570839765,0.25131686183061497,0.2,0.05,50,0.04,7,80,reg:squarederror,0.2,0.09321828579542679
0.5196974844624429,0.4264791986670161,1279732.402039529,1423294.0840837436,0.23229964570839765,0.25131686183061497,0.2,0.01,50,0.04,7,80,reg:squarederror,0.2,0.09321828579542679
0.5196974844624429,0.4264791986670161,1279732.402039529,1423294.0840837436,0.23229964570839765,0.25131686183061497,0.2,0.01,100,0.04,7,80,reg:squarederror,0.2,0.09321828579542679
0.5196974844624429,0.4264791986670161,1279732.402039529,1423294.0840837436,0.23229964570839765,0.25131686183061497,0.2,0.05,100,0.04,7,80,reg:squarederror,0.2,0.09321828579542679
