R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,eta,learning_rate,max_depth,n_estimators,objective,subsample,diff
0.4234713581146926,0.33755355480172566,1268616.0522580186,1156946.4347069864,0.24553127646301406,0.2972862885308843,0.01,0.02,5,80,reg:squarederror,0.2,0.08591780331296694
0.4234713581146926,0.33755355480172566,1268616.0522580186,1156946.4347069864,0.24553127646301406,0.2972862885308843,0.05,0.02,5,80,reg:squarederror,0.2,0.08591780331296694
0.4234713581146926,0.33755355480172566,1268616.0522580186,1156946.4347069864,0.24553127646301406,0.2972862885308843,0.07,0.02,5,80,reg:squarederror,0.2,0.08591780331296694
0.4254107244219846,0.33668665302307565,1266480.5263034669,1157703.1985303946,0.24544823082449196,0.29628895875996414,0.07,0.02,7,80,reg:squarederror,0.2,0.08872407139890892
0.4254107244219846,0.33668665302307565,1266480.5263034669,1157703.1985303946,0.24544823082449196,0.29628895875996414,0.05,0.02,7,80,reg:squarederror,0.2,0.08872407139890892
0.4254107244219846,0.33668665302307565,1266480.5263034669,1157703.1985303946,0.24544823082449196,0.29628895875996414,0.01,0.02,7,80,reg:squarederror,0.2,0.08872407139890892
0.4253366434960407,0.33613110895330944,1266562.1663811512,1158187.9019820422,0.2452264080990334,0.296672427251677,0.05,0.02,9,80,reg:squarederror,0.2,0.08920553454273128
0.4253366434960407,0.33613110895330944,1266562.1663811512,1158187.9019820422,0.2452264080990334,0.296672427251677,0.01,0.02,9,80,reg:squarederror,0.2,0.08920553454273128
0.4253366434960407,0.33613110895330944,1266562.1663811512,1158187.9019820422,0.2452264080990334,0.296672427251677,0.07,0.02,9,80,reg:squarederror,0.2,0.08920553454273128
0.4253412415873189,0.3361345116917799,1266557.0992579092,1158184.933763744,0.2452855296675952,0.2967600282777206,0.05,0.02,11,80,reg:squarederror,0.2,0.08920672989553902
0.4253412415873189,0.3361345116917799,1266557.0992579092,1158184.933763744,0.2452855296675952,0.2967600282777206,0.01,0.02,10,80,reg:squarederror,0.2,0.08920672989553902
0.4253412415873189,0.3361345116917799,1266557.0992579092,1158184.933763744,0.2452855296675952,0.2967600282777206,0.07,0.02,10,80,reg:squarederror,0.2,0.08920672989553902
0.4253412415873189,0.3361345116917799,1266557.0992579092,1158184.933763744,0.2452855296675952,0.2967600282777206,0.01,0.02,11,80,reg:squarederror,0.2,0.08920672989553902
0.4253412415873189,0.3361345116917799,1266557.0992579092,1158184.933763744,0.2452855296675952,0.2967600282777206,0.07,0.02,11,80,reg:squarederror,0.2,0.08920672989553902
0.4253412415873189,0.3361345116917799,1266557.0992579092,1158184.933763744,0.2452855296675952,0.2967600282777206,0.05,0.02,10,80,reg:squarederror,0.2,0.08920672989553902
0.5671033291579285,0.4472113190644008,1099288.9978904482,1056859.9389675928,0.21638064677988594,0.2879762383037767,0.01,0.02,5,100,reg:squarederror,0.2,0.11989201009352768
0.5671033291579285,0.4472113190644008,1099288.9978904482,1056859.9389675928,0.21638064677988594,0.2879762383037767,0.05,0.02,5,100,reg:squarederror,0.2,0.11989201009352768
0.5671033291579285,0.4472113190644008,1099288.9978904482,1056859.9389675928,0.21638064677988594,0.2879762383037767,0.07,0.02,5,100,reg:squarederror,0.2,0.11989201009352768
0.5693075545140145,0.4455724152570071,1096486.7436950114,1058425.4647407576,0.21407994919941464,0.2856907365493153,0.05,0.02,7,100,reg:squarederror,0.2,0.12373513925700741
0.5693075545140145,0.4455724152570071,1096486.7436950114,1058425.4647407576,0.21407994919941464,0.2856907365493153,0.07,0.02,7,100,reg:squarederror,0.2,0.12373513925700741
0.5693075545140145,0.4455724152570071,1096486.7436950114,1058425.4647407576,0.21407994919941464,0.2856907365493153,0.01,0.02,7,100,reg:squarederror,0.2,0.12373513925700741
0.5705587616821916,0.44653532912294036,1094892.8802085898,1057505.9438815913,0.21370638978925538,0.286537431257731,0.05,0.02,11,100,reg:squarederror,0.2,0.12402343255925119
0.5705587616821916,0.44653532912294036,1094892.8802085898,1057505.9438815913,0.21370638978925538,0.286537431257731,0.01,0.02,10,100,reg:squarederror,0.2,0.12402343255925119
0.5705587616821916,0.44653532912294036,1094892.8802085898,1057505.9438815913,0.21370638978925538,0.286537431257731,0.01,0.02,11,100,reg:squarederror,0.2,0.12402343255925119
0.5705587616821916,0.44653532912294036,1094892.8802085898,1057505.9438815913,0.21370638978925538,0.286537431257731,0.05,0.02,10,100,reg:squarederror,0.2,0.12402343255925119
0.5705587616821916,0.44653532912294036,1094892.8802085898,1057505.9438815913,0.21370638978925538,0.286537431257731,0.07,0.02,10,100,reg:squarederror,0.2,0.12402343255925119
0.5705587616821916,0.44653532912294036,1094892.8802085898,1057505.9438815913,0.21370638978925538,0.286537431257731,0.07,0.02,11,100,reg:squarederror,0.2,0.12402343255925119
0.5705450793156464,0.446486006776334,1094910.3221832481,1057553.0629801177,0.21369971436691665,0.2866344933694329,0.01,0.02,9,100,reg:squarederror,0.2,0.12405907253931237
0.5705450793156464,0.446486006776334,1094910.3221832481,1057553.0629801177,0.21369971436691665,0.2866344933694329,0.07,0.02,9,100,reg:squarederror,0.2,0.12405907253931237
0.5705450793156464,0.446486006776334,1094910.3221832481,1057553.0629801177,0.21369971436691665,0.2866344933694329,0.05,0.02,9,100,reg:squarederror,0.2,0.12405907253931237
0.484716483406051,0.3535845025359754,1199341.560547237,1142861.8745307885,0.22802867185370151,0.29087622108974825,0.05,0.02,5,80,reg:squarederror,0.3,0.1311319808700756
