R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,C,degree,kernel,diff
0.8988943229910789,0.8851452427370252,654757.4750788842,713493.9399248341,0.16594988285350473,0.1652324466794064,600000,2,linear,0.013749080254053636
0.8988943229910789,0.8851452427370252,654757.4750788842,713493.9399248341,0.16594988285350473,0.1652324466794064,600000,3,linear,0.013749080254053636
0.8988943229910789,0.8851452427370252,654757.4750788842,713493.9399248341,0.16594988285350473,0.1652324466794064,600000,4,linear,0.013749080254053636
0.8988943229910789,0.8851452427370252,654757.4750788842,713493.9399248341,0.16594988285350473,0.1652324466794064,600000,5,linear,0.013749080254053636
0.8993038151394613,0.885232166292133,653430.2000773964,713223.898134655,0.1662928231166572,0.16567824906753703,800000,4,linear,0.014071648847328366
0.8993038151394613,0.885232166292133,653430.2000773964,713223.898134655,0.1662928231166572,0.16567824906753703,800000,3,linear,0.014071648847328366
0.8993038151394613,0.885232166292133,653430.2000773964,713223.898134655,0.1662928231166572,0.16567824906753703,800000,2,linear,0.014071648847328366
0.8993038151394613,0.885232166292133,653430.2000773964,713223.898134655,0.1662928231166572,0.16567824906753703,800000,5,linear,0.014071648847328366
0.8993991589210644,0.8851468473288404,653120.7779249696,713488.9559321717,0.16642085215830885,0.16587024475249112,900000,3,linear,0.014252311592223954
0.8993991589210644,0.8851468473288404,653120.7779249696,713488.9559321717,0.16642085215830885,0.16587024475249112,900000,5,linear,0.014252311592223954
0.8993991589210644,0.8851468473288404,653120.7779249696,713488.9559321717,0.16642085215830885,0.16587024475249112,900000,4,linear,0.014252311592223954
0.8993991589210644,0.8851468473288404,653120.7779249696,713488.9559321717,0.16642085215830885,0.16587024475249112,900000,2,linear,0.014252311592223954
0.8993490586092401,0.8850261862124563,653283.3883036395,713863.6420981898,0.16622467396434373,0.165696104544263,1000000,3,linear,0.014322872396783759
0.8993490586092401,0.8850261862124563,653283.3883036395,713863.6420981898,0.16622467396434373,0.165696104544263,1000000,2,linear,0.014322872396783759
0.8993490586092401,0.8850261862124563,653283.3883036395,713863.6420981898,0.16622467396434373,0.165696104544263,1000000,5,linear,0.014322872396783759
0.8993490586092401,0.8850261862124563,653283.3883036395,713863.6420981898,0.16622467396434373,0.165696104544263,1000000,4,linear,0.014322872396783759
0.9154414676384381,0.8980671267533326,598785.6898414628,672160.4078086653,0.15590191655588834,0.16710479221598853,600000,2,poly,0.017374340885105588
0.9165457013403047,0.8982524492745431,594863.1278603561,671549.1078076864,0.15293112858611752,0.16569263306548307,800000,2,poly,0.0182932520657616
0.9170643596603352,0.898282700944995,593011.7458396207,671449.2676030055,0.15173139880534,0.165392575437104,900000,2,poly,0.01878165871534021
0.9174082929533,0.8982469375579757,591780.8614294495,671567.2966397114,0.15092098567037818,0.16560280165654098,1000000,2,poly,0.019161355395324264
0.9255327673676665,0.8814366789596622,561921.0506076163,724921.4867428944,0.14018060261274348,0.17340542971174983,600000,3,poly,0.044096088408004386
0.9296034039796282,0.8822690828731692,546346.951688074,722372.2567594362,0.13468240655349714,0.17241066741917965,800000,3,poly,0.047334321106458965
0.9311323408333898,0.882869320526698,540381.3540395789,720528.4373490141,0.13275095706288545,0.17214562215976326,900000,3,poly,0.04826302030669183
0.9325262211388874,0.8834385398056567,534884.7441160617,718775.5311889492,0.13117315815607863,0.17194329202193434,1000000,3,poly,0.049087681333230715
