R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,C,degree,kernel,diff
0.19970941238008943,0.186980813805096,1860763.6499615773,1841254.583922954,0.5958510797947429,0.6003405392617106,5000,3,rbf,0.012728598574993422
0.19609614688084742,0.18069898308912347,1864959.5391228443,1848354.166268813,0.6002171715878981,0.6044473871964018,500,2,linear,0.015397163791723956
0.19609614688084742,0.18069898308912347,1864959.5391228443,1848354.166268813,0.6002171715878981,0.6044473871964018,500,3,linear,0.015397163791723956
0.19609614688084742,0.18069898308912347,1864959.5391228443,1848354.166268813,0.6002171715878981,0.6044473871964018,500,5,linear,0.015397163791723956
0.19609614688084742,0.18069898308912347,1864959.5391228443,1848354.166268813,0.6002171715878981,0.6044473871964018,500,4,linear,0.015397163791723956
0.1675987938942758,0.14978240905752582,1897726.881108499,1882905.3391859124,0.6396514899604315,0.6435694624129319,500,2,poly,0.017816384836749966
0.2981470893854591,0.2766965278861585,1742570.7168003884,1736695.6590204083,0.5098799744142357,0.5171502765939451,10000,5,rbf,0.02145056149930058
0.2981470893854591,0.2766965278861585,1742570.7168003884,1736695.6590204083,0.5098799744142357,0.5171502765939451,10000,4,rbf,0.02145056149930058
0.2981470893854591,0.2766965278861585,1742570.7168003884,1736695.6590204083,0.5098799744142357,0.5171502765939451,10000,2,rbf,0.02145056149930058
0.2981470893854591,0.2766965278861585,1742570.7168003884,1736695.6590204083,0.5098799744142357,0.5171502765939451,10000,3,rbf,0.02145056149930058
0.7091834836840745,0.6811119204480136,1121700.4467327858,1153141.4581695085,0.2542152878226767,0.2621324130194093,150000,2,linear,0.02807156323606086
0.7091834836840745,0.6811119204480136,1121700.4467327858,1153141.4581695085,0.2542152878226767,0.2621324130194093,150000,4,linear,0.02807156323606086
0.7091834836840745,0.6811119204480136,1121700.4467327858,1153141.4581695085,0.2542152878226767,0.2621324130194093,150000,5,linear,0.02807156323606086
0.7091834836840745,0.6811119204480136,1121700.4467327858,1153141.4581695085,0.2542152878226767,0.2621324130194093,150000,3,linear,0.02807156323606086
0.402566661867261,0.3714810281180393,1607726.1871657672,1618909.7532658845,0.4297500449205967,0.4406143113961834,20000,3,rbf,0.031085633749221686
0.402566661867261,0.3714810281180393,1607726.1871657672,1618909.7532658845,0.4297500449205967,0.4406143113961834,20000,4,rbf,0.031085633749221686
0.402566661867261,0.3714810281180393,1607726.1871657672,1618909.7532658845,0.4297500449205967,0.4406143113961834,20000,5,rbf,0.031085633749221686
0.402566661867261,0.3714810281180393,1607726.1871657672,1618909.7532658845,0.4297500449205967,0.4406143113961834,20000,2,rbf,0.031085633749221686
0.20422706736145912,0.16738114619734268,1855504.1946347351,1863316.218879313,0.5960684861788266,0.6049638209926724,100,4,poly,0.036845921164116446
0.6291343866040325,0.591503890290459,1266705.4605109026,1305140.9199101038,0.287282949141003,0.29381422996076434,20000,5,linear,0.037630496313573514
0.6291343866040325,0.591503890290459,1266705.4605109026,1305140.9199101038,0.287282949141003,0.29381422996076434,20000,4,linear,0.037630496313573514
0.6291343866040325,0.591503890290459,1266705.4605109026,1305140.9199101038,0.287282949141003,0.29381422996076434,20000,3,linear,0.037630496313573514
0.6291343866040325,0.591503890290459,1266705.4605109026,1305140.9199101038,0.287282949141003,0.29381422996076434,20000,2,linear,0.037630496313573514
0.5871204419857243,0.5486351261891822,1336531.0404638893,1371915.374113731,0.3069679968646078,0.31406571285952706,10000,4,linear,0.03848531579654213
0.5871204419857243,0.5486351261891822,1336531.0404638893,1371915.374113731,0.3069679968646078,0.31406571285952706,10000,3,linear,0.03848531579654213
0.5871204419857243,0.5486351261891822,1336531.0404638893,1371915.374113731,0.3069679968646078,0.31406571285952706,10000,2,linear,0.03848531579654213
0.5871204419857243,0.5486351261891822,1336531.0404638893,1371915.374113731,0.3069679968646078,0.31406571285952706,10000,5,linear,0.03848531579654213
0.5215563748063738,0.48265942815128393,1438741.4148906583,1468762.964957744,0.3458478468091771,0.35444859619666447,5000,5,linear,0.038896946655089915
0.5215563748063738,0.48265942815128393,1438741.4148906583,1468762.964957744,0.3458478468091771,0.35444859619666447,5000,2,linear,0.038896946655089915
0.5215563748063738,0.48265942815128393,1438741.4148906583,1468762.964957744,0.3458478468091771,0.35444859619666447,5000,4,linear,0.038896946655089915
0.5215563748063738,0.48265942815128393,1438741.4148906583,1468762.964957744,0.3458478468091771,0.35444859619666447,5000,3,linear,0.038896946655089915
0.28549373159162805,0.24166084623439021,1758208.5213886276,1778259.6887506847,0.5366031403250218,0.5467427573113287,500,3,poly,0.04383288535723784
0.7167210077048799,0.6708034743328427,1107068.6265815634,1171631.569854194,0.23341627421762998,0.2495108321094702,150000,2,poly,0.04591753337203719
