R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,diff
0.7254878301229194,0.7171748051495047,1089803.4045541936,1085981.660836463,0.29873581184630055,0.3016245049009898,3,10,3,2,40,0.008313024973414684
0.7254878301229194,0.7171748051495047,1089803.4045541936,1085981.660836463,0.2987358118463006,0.3016245049009898,3,10,3,3,40,0.008313024973414684
0.7254878301229195,0.7171748051495047,1089803.4045541936,1085981.660836463,0.2987358118463006,0.3016245049009898,3,10,3,5,40,0.008313024973414795
0.7254774047662054,0.7171027473860037,1089824.0985026185,1086119.994385634,0.29871140906867283,0.30167899456001734,3,10,5,3,40,0.008374657380201711
0.7254774047662054,0.7171027473860037,1089824.0985026185,1086119.994385634,0.29871140906867283,0.30167899456001734,3,10,5,2,40,0.008374657380201711
0.7254774047662054,0.7171027473860037,1089824.0985026185,1086119.994385634,0.29871140906867283,0.3016789945600173,3,10,5,5,40,0.008374657380201711
0.7257846701937856,0.7171356923624946,1089214.0229984052,1086056.7501526645,0.29879623392308313,0.30172362795653507,3,10,1,2,40,0.008648977831290927
0.7257846701937856,0.7171356923624946,1089214.0229984052,1086056.7501526645,0.29879623392308313,0.30172362795653507,3,10,1,3,40,0.008648977831290927
0.7257846701937856,0.7171356923624946,1089214.0229984052,1086056.7501526645,0.2987962339230831,0.3017236279565352,3,10,1,5,40,0.008648977831290927
0.7137388278552171,0.7016285718230084,1112880.625205129,1115429.3309005664,0.3141517588811648,0.3181933032340393,3,7,3,3,100,0.012110256032208722
0.7137388278552171,0.7016285718230084,1112880.625205129,1115429.3309005662,0.3141517588811648,0.3181933032340393,3,7,3,5,100,0.012110256032208722
0.7137388278552173,0.7016285718230084,1112880.625205129,1115429.3309005662,0.3141517588811648,0.3181933032340393,3,7,3,2,100,0.012110256032208833
0.7137421677761537,0.7015959363213808,1112874.1329796659,1115490.3313800741,0.31417165623552196,0.3182374966618941,3,7,5,2,100,0.012146231454772893
0.7137421677761537,0.7015959363213808,1112874.1329796659,1115490.3313800744,0.31417165623552207,0.31823749666189405,3,7,5,3,100,0.012146231454772893
0.7137421677761537,0.7015959363213808,1112874.1329796659,1115490.3313800741,0.31417165623552196,0.3182374966618941,3,7,5,5,100,0.012146231454772893
0.7270520156155176,0.7148407980835113,1086694.088994347,1090453.4706690738,0.2959675749279019,0.30098562025363323,3,10,3,2,60,0.012211217532006269
0.7270520156155176,0.7148407980835113,1086694.088994347,1090453.4706690738,0.2959675749279019,0.30098562025363323,3,10,3,3,60,0.012211217532006269
