R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,ccp_alpha,max_depth,max_features,min_samples_leaf,min_samples_split,splitter,diff
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,5.0,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.7777777777777777,3,log2,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,0.0,3,log2,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,0.0,3,log2,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.2222222222222223,3,log2,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,0.0,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.2222222222222223,3,log2,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.7777777777777777,3,log2,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.1111111111111112,3,log2,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,4.444444444444445,3,log2,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,4.444444444444445,3,log2,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,4.444444444444445,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.2222222222222223,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.2222222222222223,3,sqrt,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.2222222222222223,3,sqrt,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.2222222222222223,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,4.444444444444445,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.7777777777777777,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,5.0,3,sqrt,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.1111111111111112,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.6666666666666667,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.8888888888888893,3,sqrt,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.8888888888888893,3,sqrt,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.1111111111111112,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.1111111111111112,3,sqrt,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,5.0,3,sqrt,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.1111111111111112,3,sqrt,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.8888888888888893,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.7777777777777777,3,sqrt,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.7777777777777777,3,sqrt,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,2.7777777777777777,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.8888888888888893,3,log2,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.8888888888888893,3,log2,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.8888888888888893,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,4.444444444444445,3,sqrt,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.1111111111111112,3,log2,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.3333333333333335,3,log2,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,3.3333333333333335,3,sqrt,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.6666666666666667,3,log2,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,0.5555555555555556,3,sqrt,5,5,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,0.5555555555555556,3,sqrt,5,3,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,1.6666666666666667,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,0.5555555555555556,3,log2,5,2,best,0.006471015496038679
0.5055219187786553,0.511992934274694,1462651.5699342825,1426515.5129518171,0.49776490922172567,0.49651729335536,0.5555555555555556,3,sqrt,5,2,best,0.006471015496038679
