,codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
10,Código 1306312  / Belén La Palma,"EN ARRIENDO $750,000",Apartamento en Arriendo Belén La Palma Medellin ,Belén La Palma,Ceramica,1,25 M2. aproximadamente,Medellin Zona 4 - Belen,1,Sencilla,0 (),,1,5,25 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,Código 1306309  / Belén La Palma,"EN ARRIENDO $800,000",Apartamento en Arriendo Belén La Palma Medellin ,Belén La Palma,Baldosa comun,1,25 M2. aproximadamente,Medellin Zona 4 - Belen,1,Sencilla,0 (),,1,5,25 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,Código 1306295  / Belén San Bernardo,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Belén San Bernardo Medellin ,Belén San Bernardo,Baldosa comun,1,75 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,3,75 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Código 1306277  / Belen Altavista,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Belen Altavista Medellin ,Belen Altavista,Ceramica,1,40 M2. aproximadamente,Medellin Zona 4 - Belen,1,Semi-Integral,0 (),,1,3,40 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14,Código 1306275  / Belen Altavista,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Belen Altavista Medellin ,Belen Altavista,Porcelanato,1,50 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,2,4,50 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15,Código 1306261  / Belén San Bernardo,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Belén San Bernardo Medellin ,Belén San Bernardo,Ceramica,1,72 M2. aproximadamente,Medellin Zona 4 - Belen,1,Semi-Integral,0 (),,3,3,72 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Código 1306240  / Vereda El Jardin,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Vereda El Jardin Medellin ,Vereda El Jardin,Ceramica,1,50 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,1,3,50 M2.,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
17,Código 1306235  / Vereda El Manzanillo,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Vereda El Manzanillo Medellin ,Vereda El Manzanillo,Ceramica,1,65 M2. aproximadamente,Medellin Zona 4 - Belen,1,Semi-Integral,0 (),,3,2,65 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18,Código 1306229  / Belen Parque,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Belen Parque Medellin ,Belen Parque,Ceramica,2,60 M2. aproximadamente,Medellin Zona 4 - Belen,1,Semi-Integral,0 (),,2,3,60 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Código 1306204  / Rosales,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Rosales Medellin ,Rosales,Ceramica,2,90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,3,4,90 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20,Código 1306183  / Belén San Bernardo,"EN ARRIENDO $1,850,000",Apartamento en Arriendo Belén San Bernardo Medellin ,Belén San Bernardo,Ceramica,2,50 M2. aproximadamente,Medellin Zona 4 - Belen,2,Semi-Integral,1 (Cubierto),,2,3,50 M2.,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21,Código 1306176  / Belén San Bernardo,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Belén San Bernardo Medellin ,Belén San Bernardo,Ceramica,1,74 M2. aproximadamente,Medellin Zona 4 - Belen,3,Integral,0 (),,3,3,74 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
22,Código 1306113  / Belen Altavista,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Belen Altavista Medellin ,Belen Altavista,Ceramica,2,63 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,3,63 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,Código 1306048  / Rosales,"EN ARRIENDO $2,350,000",Apartamento en Arriendo Rosales Medellin ,Rosales,Ceramica,2,90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,5,90 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24,Código 1306042  / Belén Los Alpes,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Belén Los Alpes Medellin ,Belén Los Alpes,Ceramica,2,91 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (Descubierto),,3,4,91 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
25,Código 1306039  / Belen Granada,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Belen Granada Medellin ,Belen Granada,Ceramica,2,60 M2. aproximadamente,Medellin Zona 4 - Belen,5,Integral,0 (),,2,4,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26,Código 1306019  / Belén Las Playas,"EN ARRIENDO $850,000",Apartamento en Arriendo Belén Las Playas Medellin ,Belén Las Playas,Ceramica,1,40 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,1,3,40 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27,Código 1306004  / Rosales,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Rosales Medellin ,Rosales,Ceramica,2,64 M2. aproximadamente,Medellin Zona 4 - Belen,1,Semi-Integral,0 (),Ventanal y ducha,2,4,64 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Código 1305990  / Rodeo Alto,"EN ARRIENDO $1,490,000",Apartamento en Arriendo Rodeo Alto Medellin ,Rodeo Alto,Ceramica,1,60 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,2,3,60 M2.,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
29,Código 1305988  / Loma de los Bernal,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Loma de los Bernal Medellin ,Loma de los Bernal,Madera,2,78 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,3,5,78 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0
30,Código 1305832  / La Mota,"EN ARRIENDO $1,700,000",Apartamento en Arriendo La Mota Medellin ,La Mota,Ceramica,2,68 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,4,68 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
31,Código 1305785  / Loma de los Bernal,"EN ARRIENDO $3,200,000",Apartamento en Arriendo Loma de los Bernal Medellin ,Loma de los Bernal,Ceramica,2,120 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,4,120 M2.,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
32,Código 1305772  / Guayabal,"EN ARRIENDO $3,700,000",Apartamento en Arriendo Guayabal Medellin ,Guayabal,Maderaceramica,2,88 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,0,88 M2.,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
33,Código 1305767  / Loma de los Bernal,"EN ARRIENDO $2,100,000",Apartamento en Arriendo Loma de los Bernal Medellin ,Loma de los Bernal,Ceramica,1,43 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,2,4,43 M2.,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0
34,Código 1305766  / Belén Miravalle,"EN ARRIENDO $4,500,000",Apartamento en Arriendo Belén Miravalle Medellin ,Belén Miravalle,Baldosa comun,4,240 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (garaje eletronico),,5,5,240 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
35,Código 1305750  / Rosales,"EN ARRIENDO $2,350,000",Apartamento en Arriendo Rosales Medellin ,Rosales,Ceramica,2,80 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,5,80 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36,Código 1305660  / Rosales,"EN ARRIENDO $2,400,000",Arriendo apto Segundo Piso Sector Belen Rosales,Rosales,Ceramica,"2
                                    baños cabinados",90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,"3
                                    cada alcoba con closet",0,90 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Código 1305597  / Belén La Palma,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Belén La Palma Medellin ,Belén La Palma,Ceramica,"2
                                    cabinados",91 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (descubierto),,"3
                                    con closet",4,91 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
38,Código 1305536  / La Mota,"EN ARRIENDO $1,900,000",Arriendo apto Sector La Mota,La Mota,Ceramica,"1
                                    baño cabinado",50 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (descubierto),,"2
                                    cada alcoba con closet",0,50 M2.,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
39,Código 1305530  / La Mota,"EN ARRIENDO $1,900,000",Arriendo Apartamento primer Piso Sector La Mota,La Mota,Ceramica,2,50 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,"2
                                    cad alcoba con closet",5,50 M2.,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40,Código 1305522  / Belen Parque,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Belen Parque Medellin ,Belen Parque,Ceramica,2,55 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,2,5,55 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
41,Código 1305488  / Guayabal,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Guayabal Medellin ,Guayabal,Ceramica,"2
                                    Cabinados",74 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (Cubierto),,"3
                                    Con closet",3,74 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0
42,Código 1305454  / Mayorca,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Mayorca Medellin ,Mayorca,Ceramica,1,60 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,2,4,60 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Código 1305451  / Belen Parque,"EN ARRIENDO $900,000",Apartamento en Arriendo Belen Parque Medellin ,Belen Parque,Baldosa comun,1,24 M2. aproximadamente,Medellin Zona 4 - Belen,1,Sencilla,0 (),,1,4,24 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,Código 1305405  / La Mota,"EN ARRIENDO $2,500,000",Apartamento en Arriendo La Mota Medellin ,La Mota,Ceramica,2,80 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,5,80 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0
45,Código 1305398  / Rosales,"EN ARRIENDO $2,300,000",Apartamento en Arriendo Rosales Medellin ,Rosales,Ceramica,2,75 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,4,75 M2.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,Código 1305370  / La Mota,"EN ARRIENDO $2,500,000",Apartamento en Arriendo La Mota Medellin ,La Mota,Ceramica,2,90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,0,90 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Código 1305298  / Belén La Palma,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Belén La Palma Medellin ,Belén La Palma,Ceramica,2,60 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,2,4,60 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Código 1305280  / Belén San Bernardo,"EN ARRIENDO $1,850,000",Apartamento en Arriendo Belén San Bernardo Medellin ,Belén San Bernardo,Ceramica,2,58 M2. aproximadamente,Medellin Zona 4 - Belen,2,Integral,1 (),,2,3,58 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
49,Código 1305186  / Belen Parque,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Belen Parque Medellin ,Belen Parque,Ceramica,2,45 M2. aproximadamente,Medellin Zona 4 - Belen,1,Sencilla,0 (),,2,4,45 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Código 1305171  / Rosales,"EN ARRIENDO $2,250,000",Apartamento en Arriendo Rosales Medellin ,Rosales,Ceramica,"2
                                    CABINADOS",90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,"3
                                    CON CLOSET",5,90 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
51,Código 1305170  / Rosales,"EN ARRIENDO $2,300,000",Apartamento en Arriendo Rosales Medellin ,Rosales,Ceramica,"2
                                    CABINADOS",90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (CUBIERTO CON CONTROL),,"3
                                    CON CLOSET",5,90 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
52,Código 1305154  / Guayabal,"EN ARRIENDO $3,300,000",Apartamento en Arriendo Guayabal Medellin ,Guayabal,Ceramica,2,66 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,2,4,66 M2.,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0
53,Código 1305113  / Rodeo Alto,"EN ARRIENDO $1,750,000",Arreindo apto Unidad Cerrada Sector Rodeo Alto,Rodeo Alto,Ceramica,"2
                                    baños cabinados",50 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,"2
                                    cada alcoba con closet",3,50 M2.,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
54,Código 1305002  / El Rodeo,"EN ARRIENDO $1,900,000",Arriendo Apartamento Sector El Rodeo,El Rodeo,Ceramica,"2
                                    cabinados",65 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (descubierto),,"2
                                    cada alcoba con closet",4,65 M2.,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
55,Código 1304981  / Guayabal,"EN ARRIENDO $5,200,000",Apartamento en Arriendo Guayabal Medellin ,Guayabal,Porcelanato,2,78 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (cubierto),Amoblado,3,5,78 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0
56,Código 1304884  / Rodeo Alto,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Rodeo Alto Medellin ,Rodeo Alto,Porcelanato,2,60 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,4,60 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
57,Código 1304877  / Rodeo Alto,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Rodeo Alto Medellin ,Rodeo Alto,Ceramica,2,65 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,3,0,65 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
58,Código 1304768  / Santa Fé,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Santa Fé Medellin ,Santa Fé,Madera laminadaporcelanato,2,72 M2. aproximadamente,Medellin Zona 4 - Belen,1,Mixta,1 (),,3,4,72 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
59,Código 1304692  / Rodeo Alto,"EN ARRIENDO $1,950,000",Apartamento en Arriendo Rodeo Alto Medellin ,Rodeo Alto,Ceramica,2,63 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,4,63 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
60,Código 1304684  / Belén Miravalle,"EN ARRIENDO $1,450,000",Apartamento en Arriendo Belén Miravalle Medellin ,Belén Miravalle,Ceramica,1,67 M2. aproximadamente,Medellin Zona 4 - Belen,1,Sencilla,0 (),,3,4,67 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Código 1304681  / Belén La Palma,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Belén La Palma Medellin ,Belén La Palma,Ceramica,1,90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,4,4,90 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62,Código 1304675  / Rodeo Alto,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Rodeo Alto Medellin ,Rodeo Alto,Ceramica,2,65 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,4,65 M2.,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
63,Código 1304670  / Belén Rincón,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Belén Rincón Medellin ,Belén Rincón,Ceramica,1,55 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,3,3,55 M2.,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
64,Código 1291608  / Fatima,"EN ARRIENDO $2,600,000",Apartamento en Arriendo Fatima Medellin ,Fatima,Porcelanato,2,75 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,5,80 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
65,Código 1304512  / Belén La Palma,"EN ARRIENDO $2,700,000",Apartamento en Arriendo Belén La Palma Medellin ,Belén La Palma,Ceramica,1,90 M2. aproximadamente,Medellin Zona 4 - Belen,1,Semi-Integral,0 (),,3,2,90 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Código 1304503  / Belen Parque,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Belen Parque Medellin ,Belen Parque,Ceramica,2,60 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,2,4,60 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Código 1304489  / Trinidad,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Trinidad Medellin ,Trinidad,Baldosa comun,1,45 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,2,3,45 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Código 1304436  / Belén La Palma,"EN ARRIENDO $3,800,000",Apartamento en Arriendo Belén La Palma Medellin ,Belén La Palma,Ceramica,3,120 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,0 (),,4,4,120 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,Código 1304430  / Guayabal,"EN ARRIENDO $2,200,000",Apartamento en Arriendo Guayabal Medellin ,Guayabal,Ceramica,2,62 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 + cuarto útil (),,3,4,62 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
70,Código 1304349  / Loma de los Bernal,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Loma de los Bernal Medellin ,Loma de los Bernal,Ceramica,2,60 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),,2,4,60 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0
71,Código 1304324  / Rodeo Alto,"EN ARRIENDO $1,450,000",Apartamento en Arriendo Rodeo Alto Medellin ,Rodeo Alto,Ceramica,1,65 M2. aproximadamente,Medellin Zona 4 - Belen,2,Integral,1 (),,3,4,65 M2.,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
72,Código 1304203  / Belén San Bernardo,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Belén San Bernardo Medellin ,Belén San Bernardo,Ceramica,2,100 M2. aproximadamente,Medellin Zona 4 - Belen,1,Integral,1 (),"APARTAMENTO CON MEZANINE, INTERNO Y SIN ASCENSOR",3,3,100 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
