codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1294990  / Boston,"EN ARRIENDO $800,000",Apartamento en Arriendo Boston Medellin ,Boston,Ceramica,1,25 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,1,3,25 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1294489  / El Salvador,"EN ARRIENDO $1,200,000",Apartamento en Arriendo El Salvador Medellin ,El Salvador,Ceramica,1,62 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,1,3,62 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1294485  / El Salvador,"EN ARRIENDO $1,200,000",Apartamento en Arriendo El Salvador Medellin ,El Salvador,Ceramica,1,62 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,1,3,62 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1294467  / El Salvador,"EN ARRIENDO $1,200,000",Apartamento en Arriendo El Salvador Medellin ,El Salvador,Ceramica,1,62 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,1,3,62 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1294444  / El Salvador,"EN ARRIENDO $1,200,000",Apartamento en Arriendo El Salvador Medellin ,El Salvador,Ceramica,1,62 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,62 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1294234  / Villa Hermosa,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Ceramica,1,80 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,80 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1294176  / Villa Hermosa,"EN ARRIENDO $1,430,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Ceramica,1,77 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,77 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1292533  / Manrique,"EN ARRIENDO $700,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Otros,1,40 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,1,3,40 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Código 1292429  / Aranjuez,"EN ARRIENDO $1,150,000",Apartamento en Arriendo Aranjuez Medellin ,Aranjuez,Ceramica,1,60 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2,3,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1290552  / La Milagrosa,"EN ARRIENDO $570,000",Apartamento en Arriendo La Milagrosa Medellin ,La Milagrosa,Baldosa comun,1,39 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,1,3,39 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1290217  / Boston,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Boston Medellin ,Boston,Ceramica,1,42 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,2,4,42 M2.,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1290133  / Santander,"EN ARRIENDO $750,000",Apartamento en Arriendo Santander Medellin ,Santander,Ceramica,1,25 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,1,2,25 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1290074  / Boston,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Boston Medellin ,Boston,Ceramica,1,42 M2. aproximadamente,Medellin Zona 1 - Centro,7,Integral,0 (),,2,4,42 M2.,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1288802  / Prado,"EN ARRIENDO $5,000,000",Apartamento en Arriendo Prado Medellin ,Prado,Ceramica,2 + Baño de servicio,540 M2. aproximadamente,Medellin Zona 1 - Centro,1,IntegralCON RED DE GAS,1 (),,5 + Alcoba de servicio,1,200 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1288683  / Villa Hermosa,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Ceramica,2,65 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,65 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1288180  / La Milagrosa,"EN ARRIENDO $850,000",Apartamento en Arriendo La Milagrosa Medellin ,La Milagrosa,Ceramica,1,37 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,1,3,37 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1288169  / La Candelaria,"EN ARRIENDO $62,500,000",Apartamento en Arriendo La Candelaria Medellin ,La Candelaria,Ceramica,10,25000 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,1,5,"25,000 M2.",0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Código 1287308  / Centro,"EN ARRIENDO $3,600,000",Apartamento en Arriendo Centro Medellin ,Centro,Ceramica,2,280 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 (sencillo),,5,4,280 M2.,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Código 1285637  / Aranjuez,"EN ARRIENDO $600,000",Apartamento en Arriendo Aranjuez Medellin ,Aranjuez,Ceramica,1,25 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,3,25 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1285320  / Villa Hermosa,"EN ARRIENDO $650,000",Apartamento en Arriendo Villa Hermosa Medellin ,Villa Hermosa,Baldosa comun,1,20 M2. aproximadamente,Medellin Zona 1 - Centro,1,Sencilla,0 (),,1,3,20 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1283918  / Ayacucho,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Ayacucho Medellin ,Ayacucho,Ceramica,0,25 M2. aproximadamente,Medellin Zona 1 - Centro,1,NO APLICA,0 (),,0,4,25 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1279498  / Centro,"EN ARRIENDO $2,800,000",Apartamento en Arriendo Centro Medellin ,Centro,Porcelanato,2,85 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 + cuarto útil (),,3,4,85 M2.,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0
Código 1279252  / Buenos Aires,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Buenos Aires Medellin ,Buenos Aires,Baldosa comun,"1
                                    PISO EN BALDOSA",33 M2. aproximadamente,Medellin Zona 1 - Centro,2,Semi-Integral,0 (),,"1
                                    PISO EN TABLILLA",3,33 M2.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Código 1278442  / Ciudadela villa del bosque,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Ciudadela villa del bosque Medellin ,Ciudadela villa del bosque,Ceramica,2,52 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,52 M2.,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
Código 1273106  / Manrique,"EN ARRIENDO $750,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Ceramica,1,30 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integralred de gas,0 (),,1,3,30 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1271887  / Prado,"EN ARRIENDO $8,000,000",Apartamento en Arriendo Prado Medellin ,Prado,Ceramica,"5
                                    3 CON DUCHA",400 M2. aproximadamente,Medellin Zona 1 - Centro,1,SencillaSIN RED DE GAS,0 (),,7,4,400 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1271289  / Ciudadela villa del bosque,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Ciudadela villa del bosque Medellin ,Ciudadela villa del bosque,Ceramica,2,52 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,1 (),,2,3,52 M2.,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
Código 1270439  / Centro,"EN ARRIENDO $13,000,000",Apartamento en Arriendo Centro Medellin ,Centro,Ceramica,5,450 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,2 (),,5,0,450 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1264689  / Parque Bolivar,"EN ARRIENDO $11,900,000",Apartamento en Arriendo Parque Bolivar Medellin ,Parque Bolivar,Ceramica,3,275 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,1 (),,6,4,275 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1259644  / Manrique,"EN ARRIENDO $950,000",Apartamento en Arriendo Manrique Medellin ,Manrique,Ceramica,1,45 M2. aproximadamente,Medellin Zona 1 - Centro,1,Semi-Integral,0 (),,2,3,45 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Código 1252098  / Prado,"EN ARRIENDO $2,600,000",Apartamento en Arriendo Prado Medellin ,Prado,Ceramica,2,75 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,0,75 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1205121  / Centro,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Centro Medellin ,Centro,Baldosa comun,2,70 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,3,3,70 M2.,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1164204  / Centro,"EN ARRIENDO $1,400,000",Apartamento en Arriendo o Venta Centro Medellin ,Centro,Ceramica,1,40 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,0,40 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1135375  / Centro,"EN ARRIENDO $11,000,000",Apartamento en Arriendo Centro Medellin Zona 1 - Centro,Centro,Ceramica,1,400 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,4,400 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1132700  / Centro,"EN ARRIENDO $12,000,000",Apartamento en arrenamiento ,Centro,Ceramica,1,320 M2. aproximadamente,Medellin Zona 1 - Centro,1,Integral,0 (),,1,3,320 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
