R2_train,R2_test,RMSE_train,RMSE_test,MAPE_train,MAPE_test,C,degree,kernel,diff
0.7163218475946975,0.691430406131516,781425.0650150398,810390.8563094202,0.23672098685739307,0.24280575616226344,600000,2,linear,0.024891441463181563
0.7163218475946975,0.691430406131516,781425.0650150398,810390.8563094202,0.23672098685739307,0.24280575616226344,600000,3,linear,0.024891441463181563
0.7163218475946975,0.691430406131516,781425.0650150398,810390.8563094202,0.23672098685739307,0.24280575616226344,600000,4,linear,0.024891441463181563
0.7163218475946975,0.691430406131516,781425.0650150398,810390.8563094202,0.23672098685739307,0.24280575616226344,600000,5,linear,0.024891441463181563
0.7181699024758766,0.6915673429659792,778875.5629602995,810211.0189643106,0.23621578252950653,0.24237005693534658,800000,4,linear,0.026602559509897428
0.7181699024758766,0.6915673429659792,778875.5629602995,810211.0189643106,0.23621578252950653,0.24237005693534658,800000,3,linear,0.026602559509897428
0.7181699024758766,0.6915673429659792,778875.5629602995,810211.0189643106,0.23621578252950653,0.24237005693534658,800000,2,linear,0.026602559509897428
0.7181699024758766,0.6915673429659792,778875.5629602995,810211.0189643106,0.23621578252950653,0.24237005693534658,800000,5,linear,0.026602559509897428
0.7180479347916133,0.6909706343840998,779044.0818192898,810994.3767766169,0.23548254808948155,0.2416427988317922,900000,3,linear,0.02707730040751355
0.7180479347916133,0.6909706343840998,779044.0818192898,810994.3767766169,0.23548254808948155,0.2416427988317922,900000,5,linear,0.02707730040751355
0.7180479347916133,0.6909706343840998,779044.0818192898,810994.3767766169,0.23548254808948155,0.2416427988317922,900000,4,linear,0.02707730040751355
0.7180479347916133,0.6909706343840998,779044.0818192898,810994.3767766169,0.23548254808948155,0.2416427988317922,900000,2,linear,0.02707730040751355
0.7176897099144306,0.6901765493825088,779538.8190804878,812035.6779715931,0.23482550258166568,0.24105471330622205,1000000,3,linear,0.027513160531921765
0.7176897099144306,0.6901765493825088,779538.8190804878,812035.6779715931,0.23482550258166568,0.24105471330622205,1000000,2,linear,0.027513160531921765
0.7176897099144306,0.6901765493825088,779538.8190804878,812035.6779715931,0.23482550258166568,0.24105471330622205,1000000,5,linear,0.027513160531921765
0.7176897099144306,0.6901765493825088,779538.8190804878,812035.6779715931,0.23482550258166568,0.24105471330622205,1000000,4,linear,0.027513160531921765
0.740611202529164,0.6933335084192978,747222.6030641936,807887.9492651777,0.19539965088725725,0.22228999198936222,600000,2,poly,0.047277694109866264
0.7462313973653462,0.6985962481093273,739083.2107749914,800925.8205228276,0.19243233108218624,0.22014431983774885,800000,2,poly,0.04763514925601886
0.7492416077800857,0.7001193187304313,734686.6206789049,798899.6155400274,0.19136768978604962,0.21923790849677446,900000,2,poly,0.04912228904965443
