,codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
10,Código 1306188  / Calasanz,"EN ARRIENDO $1,700,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,56 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (),,3,3,56 M2.,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
11,Código 1306180  / Calasanz,"EN ARRIENDO $1,780,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,55 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,2,4,55 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
12,Código 1306085  / Robledo,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Porcelanato,2,47 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,3,47 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
13,Código 1306074  / Pilarica,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Pilarica Medellin ,Pilarica,Ceramica,1,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,1,4,60 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Código 1306071  / La Castellana,"EN ARRIENDO $1,900,000",Apartamento en Arriendo La Castellana Medellin ,La Castellana,Ceramica,2,65 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (),,4,5,65 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Código 1306060  / Pilarica,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Pilarica Medellin ,Pilarica,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,4,60 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16,Código 1306056  / Simón Bolivar,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Simón Bolivar Medellin ,Simón Bolivar,Ceramica,2,75 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,4,75 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
17,Código 1306029  / Estadio,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Estadio Medellin ,Estadio,Ceramica,1,64 M2. aproximadamente,Medellin Zona 3 - Laureles,302,Integral,1 + cuarto útil (),,2,4,64 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Código 1306016  / San Javier,"EN ARRIENDO $1,100,000",Apartamento en Arriendo San Javier Medellin ,San Javier,Ceramica,1,50 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,0,50 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19,Código 1306008  / San German,"EN ARRIENDO $2,400,000",Apartamento en Arriendo San German Medellin ,San German,Ceramica,2,78 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,5,78 M2.,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
20,Código 1306001  / Robledo,"EN ARRIENDO $1,450,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,54 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,3,54 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0
21,Código 1305997  / Robledo,"EN ARRIENDO $1,000,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,55 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,55 M2.,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
22,Código 1305967  / La America,"EN ARRIENDO $1,800,000",Apartamento en Arriendo La America Medellin ,La America,Ceramica,2,100 M2. aproximadamente,Medellin Zona 3 - Laureles,3,Integral,0 (),,3,4,100 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Código 1305938  / Robledo,"EN ARRIENDO $1,150,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,47 M2. aproximadamente,Medellin Zona 3 - Laureles,2113,Integral,0 (),,2,3,47 M2.,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Código 1305924  / Estadio,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Estadio Medellin ,Estadio,Baldosa comun,2,83 M2. aproximadamente,Medellin Zona 3 - Laureles,302,Integral,1 (),,3,5,83 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Código 1305919  / Robledo,"EN ARRIENDO $966,150",Apartamento en Arriendo Robledo Medellin ,Robledo,Porcelanato,1,48 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,3,48 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
26,Código 1305918  / Estadio,"EN ARRIENDO $2,300,000",Apartamento en Arriendo Estadio Medellin ,Estadio,Porcelanato,2,63 M2. aproximadamente,Medellin Zona 3 - Laureles,710,Integral,1 (),,3,4,63 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
27,Código 1305910  / Robledo,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,501,Sencilla,0 (),,3,3,90 M2.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Código 1305903  / Calasanz,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1712,Integral,1 (),,2,4,60 M2.,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
29,Código 1305898  / Los Colores,"EN ARRIENDO $2,200,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,0,90 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
30,Código 1305892  / Los Colores,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,3,95 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,2 (),,5,0,95 M2.,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
31,Código 1305887  / Robledo,"EN ARRIENDO $850,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,52 M2. aproximadamente,Medellin Zona 3 - Laureles,9703,Integral,0 (),,3,3,52 M2.,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,Código 1305885  / Calasanz,"EN ARRIENDO $2,300,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,67 M2. aproximadamente,Medellin Zona 3 - Laureles,805,Integral,1 + cuarto útil (),,3,4,67 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
33,Código 1305884  / Calasanz,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,67 M2. aproximadamente,Medellin Zona 3 - Laureles,1706,Integral,0 (),,3,3,67 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
34,Código 1305878  / Calasanz,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,20,Integral,0 (),,2,4,60 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
35,Código 1305825  / San Javier,"EN ARRIENDO $650,000",Apartamento en Arriendo San Javier Medellin ,San Javier,Ceramica,1,48 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),rata de transporte floresta 242,2,2,48 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36,Código 1305760  / Lopez de Mesa,"EN ARRIENDO $1,050,000",Apartamento en Arriendo Lopez de Mesa Medellin ,Lopez de Mesa,Ceramica,1,45 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,1,0,45 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
37,Código 1305758  / Cordoba,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Cordoba Medellin ,Cordoba,Ceramica,1,80 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,3,80 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
38,Código 1305677  / Calasanz,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,72 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,0,72 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
39,Código 1305672  / Los Colores,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,3,100 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,2 (),,5,4,100 M2.,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
40,Código 1305665  / Calasanía,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Calasanía Medellin ,Calasanía,Ceramica,1,50 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,4,50 M2.,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
41,Código 1305659  / Calasanz,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,80 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,4,80 M2.,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
42,Código 1305640  / El Nogal,"EN ARRIENDO $4,600,000",Apartamento en Arriendo El Nogal Medellin ,El Nogal,Ceramica,2,105 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (Doble),,2,5,105 M2.,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
43,Código 1305595  / Los Colores,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,3,102 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,2 (),,5,4,102 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Código 1305586  / Robledo,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,56 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,56 M2.,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
45,Código 1305578  / Calasanz,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,75 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,3,75 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
46,Código 1305576  / Pilarica,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Pilarica Medellin ,Pilarica,Ceramica,2,84 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,4,84 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0
47,Código 1305573  / Santa Mónica,"EN ARRIENDO $1,700,000",Apartamento en Arriendo Santa Mónica Medellin ,Santa Mónica,Ceramica,1,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,4,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48,Código 1305549  / Robledo,"EN ARRIENDO $1,220,400",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,54 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,54 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
49,Código 1305533  / Suramericana,"EN ARRIENDO $2,800,000",Apartamento en Arriendo Suramericana Medellin ,Suramericana,Ceramica,3,114 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3 + Alcoba de servicio,5,114 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
50,Código 1305520  / San Javier,"EN ARRIENDO $850,000",Apartamento en Arriendo San Javier Medellin ,San Javier,Ceramica,"1
                                    baño familiar",40.6 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integralcon alacenas,0 (),,3,3,41 M2.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
51,Código 1305512  / San Javier,"EN ARRIENDO $500,000",Apartamento en Arriendo San Javier Medellin ,San Javier,Ceramica,1,40 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (),,1,2,40 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Código 1305493  / Los Colores,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,1,32 M2. aproximadamente,Medellin Zona 3 - Laureles,2,Integral,0 (),,1,4,32 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Código 1305474  / Los Colores,"EN ARRIENDO $2,250,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,4,60 M2.,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
54,Código 1305444  / Laureles,"EN ARRIENDO $2,800,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Ceramica,2,85 M2. aproximadamente,Medellin Zona 3 - Laureles,4,Integral,1 + cuarto útil (),,3,5,85 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
55,Código 1305443  / San German,"EN ARRIENDO $2,300,000",Apartamento en Arriendo San German Medellin ,San German,Ceramica,2,62 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,2,4,62 M2.,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
56,Código 1305420  / Robledo,"EN ARRIENDO $830,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,"1
                                    CABINADO",50 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (PARQUEADEROS COMUNES),,"2
                                    1 CLOSET",3,50 M2.,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
57,Código 1305393  / Almeria,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Almeria Medellin ,Almeria,Ceramica,2,94 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,4,94 M2.,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58,Código 1305390  / Calasanz,"EN ARRIENDO $3,300,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,85 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integralcon alacenas,1 + cuarto útil (),,3,4,85 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0
59,Código 1305376  / Robledo,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,52 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (Parqueadero común),,3,3,52 M2.,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
60,Código 1305374  / Los Colores,"EN ARRIENDO $2,200,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,2,70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,0,70 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0
61,Código 1305372  / Robledo,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,47 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,47 M2.,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
62,Código 1305302  / Robledo,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Porcelanato,1,80 M2. aproximadamente,Medellin Zona 3 - Laureles,2,Semi-Integral,0 (),,5,2,80 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Código 1305300  / Robledo,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,55 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,55 M2.,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
64,Código 1305289  / Pilarica,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Pilarica Medellin ,Pilarica,Porcelanato,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (),,3,4,60 M2.,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
65,Código 1305283  / 1er Parque Laureles,"EN ARRIENDO $2,700,000",Apartamento en Arriendo 1er Parque Laureles Medellin ,1er Parque Laureles,Ceramica,2,120 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,1 + cuarto útil (),,"3
                                    3 Closet",5,120 M2.,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
66,Código 1305248  / Los Colores,"EN ARRIENDO $2,220,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,4,60 M2.,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
67,Código 1305245  / Los Colores,"EN ARRIENDO $2,200,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,2,70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,4,70 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
68,Código 1305225  / San Javier,"EN ARRIENDO $530,000",Apartamento en Arriendo San Javier Medellin ,San Javier,Ceramica,1,35 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,1,2,35 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Código 1305166  / Robledo,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,65 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (DESCUBIERTO),,3,4,65 M2.,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
70,Código 1305163  / Calasanz,"EN ARRIENDO $1,800,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,76 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,4,76 M2.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
71,Código 1305076  / Santa Lucía,"EN ARRIENDO $950,000",Apartamento en Arriendo Santa Lucía Medellin ,Santa Lucía,Baldosa comun,1,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integralred de gas,0 (),,2,3,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
72,Código 1305058  / Estadio,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Estadio Medellin ,Estadio,Marmol,"3
                                    2 Cabinados",100 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,"3 + Alcoba de servicio
                                    Closet",5,100 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
73,Código 1305056  / Robledo,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,53 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,53 M2.,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
74,Código 1305037  / Robledo,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,4,70 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Código 1305034  / Calasanz,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,4,60 M2.,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
