codigo,precio,zona,barrio_sector,tipo_pisos,baños_familiares,area_bruta,ciudad,numero_niveles,tipo_cocina,parqueaderos,otras_comodidades,alcobas_familiares,estrato,area_total,juegos_infantiles,balcon,zona_ropas,camaras_cctv,cancha_polideportiva,ascensor,cancha_squash,zona_bbq,patio,unidad_cerrada_conjunto,zonas_verdes,aire_acondicionado,jacuzzi,red_de_Gas,turco,porteria_24_7,sauna,calentador_de_agua,terraza,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,dispositivos_automatizacion,alarma
Código 1338704  / Florida Nueva,"EN ARRIENDO $3,000,000",Apartamento en Arriendo Florida Nueva Medellin ,Florida Nueva,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,3,90 M2.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
Código 1338700  / Laureles,"EN ARRIENDO $3,300,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,4,90 M2.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0
Código 1338694  / Robledo,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,3,60 M2.,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
Código 1338626  / La America,"EN ARRIENDO $1,900,000",Apartamento en Arriendo La America Medellin ,La America,Porcelanato,2,70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,2,4,70 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0
Código 1338627  / Laureles,"EN ARRIENDO $2,200,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Marmol,1,70 M2. aproximadamente,Medellin Zona 3 - Laureles,3,Integral,1 (),,2,5,70 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1338615  / La Castellana,"EN ARRIENDO $3,600,000",Apartamento en Arriendo La Castellana Medellin ,La Castellana,Ceramica,2,110 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,5,110 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1337598  / Florida Nueva,"EN ARRIENDO $1,660,000",Apartamento en Arriendo Florida Nueva Medellin ,Florida Nueva,Ceramica,1,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,"2
                                    dos alcobas cada una con closet",4,60 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1337565  / Velodromo,"EN ARRIENDO $2,800,000",Apartamento en Arriendo Velodromo Medellin ,Velodromo,Marmol,3,98 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,2,5,98 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1337548  / Laureles,"EN ARRIENDO $3,300,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Ceramica,1,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,1,4,90 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1337544  / La Castellana,"EN ARRIENDO $2,800,000",Apartamento en Arriendo La Castellana Medellin ,La Castellana,Ceramica,2,102 M2. aproximadamente,Medellin Zona 3 - Laureles,3,Integral,0 (),,3,5,102 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1337523  / Calasanz,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,1,52 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,2,0,52 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
Código 1337521  / Calasanz,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,1,55 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,2,3,55 M2.,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
Código 1337519  / Robledo,"EN ARRIENDO $1,100,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,50 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (comun),,3,3,50 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1337512  / Robledo,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,45 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,4,45 M2.,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Código 1337481  / El Nogal,"EN ARRIENDO $2,200,000",Apartamento en Arriendo El Nogal Medellin ,El Nogal,Ceramica,1,70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),"Arrendamos este apartamento ubicado en laureles nogal con un area de 70 mts2, cuenta sala comedor, 2 alcobas, 2 closet, cocina integral, red de gas, zona de ropa, 1 baño, ducha electrica, garaje, piso en ceramica
https://www.inmobiliariatrianon.com/inmueble/4483",2,5,70 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1337444  / Calasanz,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,1,55 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (),,2,4,55 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Código 1337434  / Robledo,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,48 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,48 M2.,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
Código 1337419  / San German,"EN ARRIENDO $1,200,000",Apartamento en Arriendo San German Medellin ,San German,Porcelanato,1,65 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,2,65 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1337396  / Robledo,"EN ARRIENDO $850,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,80 M2. aproximadamente,Medellin Zona 3 - Laureles,3,Integral,0 (),,2,3,80 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Código 1337391  / Pilarica,"EN ARRIENDO $2,100,000",Apartamento en Arriendo Pilarica Medellin ,Pilarica,Ceramica,"2
                                    Uno cabinado y uno social sin cabina",87 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),Unidad Completa Cerca A Todo.,3,5,87 M2.,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
Código 1337326  / Calasanz,"EN ARRIENDO $3,000,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Porcelanato,2,105 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,5,105 M2.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1337324  / La America,"EN ARRIENDO $1,300,000",Apartamento en Arriendo La America Medellin ,La America,Ceramica,2,75 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,4,75 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1332203  / Robledo,"EN ARRIENDO $1,100,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,55 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,0,55 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1331564  / Estadio,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Estadio Medellin ,Estadio,Ceramica,1,38 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,1,0,38 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1337299  / Santa Mónica,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Santa Mónica Medellin ,Santa Mónica,Porcelanato,2,51 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-IntegralRed de gas,0 (),,2,4,51 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1337260  / Robledo,"EN ARRIENDO $1,600,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1337198  / Laureles,"EN ARRIENDO $3,300,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Ceramica,2,96 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Mixta,1 + cuarto útil (),,3,4,96 M2.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
Código 1337168  / Los Colores,"EN ARRIENDO $2,200,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Baldosa comun,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,3,4,90 M2.,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
Código 1337133  / Florida Nueva,"EN ARRIENDO $2,300,000",Apartamento en Arriendo Florida Nueva Medellin ,Florida Nueva,Ceramica,"3
                                    CABINADOS",160 M2. aproximadamente,Medellin Zona 3 - Laureles,1,IntegralGAS PROPANO,0 (),,"3 + Alcoba de servicio
                                    4 CLOSET",5,160 M2.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Código 1337129  / Florida Nueva,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Florida Nueva Medellin ,Florida Nueva,Retal de marmol,"1
                                    CABINADO",60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,IntegralGAS POR PIPETA,0 + cuarto útil (),,"2
                                    3 CLOSET",5,60 M2.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1337123  / Velodromo,"EN ARRIENDO $3,000,000",Apartamento en Arriendo Velodromo Medellin ,Velodromo,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,0,90 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
Código 1337115  / Lopez de Mesa,"EN ARRIENDO $1,450,000",Apartamento en Arriendo Lopez de Mesa Medellin ,Lopez de Mesa,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,2,0,90 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
Código 1337107  / San Javier,"EN ARRIENDO $1,500,000",Apartamento en Arriendo San Javier Medellin ,San Javier,Ceramica,1,55 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (),,3,2,55 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1337010  / Robledo,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,80 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,2,0,80 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1337005  / Avenida Nutibara,"EN ARRIENDO $3,200,000",Apartamento en Arriendo Avenida Nutibara Medellin ,Avenida Nutibara,Ceramica,2,62 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,2,4,62 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Código 1336996  / Robledo,"EN ARRIENDO $1,300,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,110 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,110 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Código 1336988  / Los Colores,"EN ARRIENDO $3,100,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,3,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,0,90 M2.,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0
Código 1336979  / Lopez de Mesa,"EN ARRIENDO $1,450,000",Apartamento en Arriendo Lopez de Mesa Medellin ,Lopez de Mesa,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,2,3,90 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1336963  / Los Colores,"EN ARRIENDO $2,403,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,2,75 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),2 balcones,3,4,75 M2.,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
Código 1336956  / Los Colores,"EN ARRIENDO $1,950,000",Apartamento en Arriendo Los Colores Medellin ,Los Colores,Ceramica,2,65 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,4,65 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1336947  / Robledo,"EN ARRIENDO $950,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Porcelanato,1,45 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,3,45 M2.,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
Código 1336945  / Robledo,"EN ARRIENDO $850,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,43 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Sencilla,0 (),"PORTERIA LAS 24 HORAS

CUENTA CON CALENTADOR DE AGUA",3,3,43 M2.,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Código 1336871  / Laureles,"EN ARRIENDO $1,900,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Ceramica,2,74 M2. aproximadamente,Medellin Zona 3 - Laureles,2,Integral,1 (),,2,5,74 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1336844  / Laureles,"EN ARRIENDO $900,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Ceramica,1,10 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,1,5,10 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1336836  / Estadio,"EN ARRIENDO $2,500,000",Apartamento en Arriendo Estadio Medellin ,Estadio,Ceramica,1,85 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,2,5,85 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1336817  / Robledo,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,60 M2.,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1336778  / 2do Parque Laureles,"EN ARRIENDO $6,500,000",Apartamento en Arriendo 2do Parque Laureles Medellin ,2do Parque Laureles,Ceramica,2,80 M2. aproximadamente,Medellin Zona 3 - Laureles,3,Integral,1 (Cubierto),Porteria diurna,3,5,80 M2.,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0
Código 1336769  / Robledo,"EN ARRIENDO $1,200,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,50 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,50 M2.,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
Código 1336753  / San Javier,"EN ARRIENDO $1,200,000",Apartamento en Arriendo San Javier Medellin ,San Javier,Ceramica,2,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,3,60 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1336704  / Robledo,"EN ARRIENDO $980,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,1,42 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,3,42 M2.,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Código 1335656  / Calasanz,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,1,60 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,2,3,60 M2.,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
Código 1335647  / Calasanz,"EN ARRIENDO $1,250,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,1,65 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,4,65 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Código 1335637  / Robledo,"EN ARRIENDO $1,400,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,"1
                                    CABINADO",48 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (PARQUEADEROS COMUNES),,"3
                                    CON CLOSET",3,48 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
Código 1335608  / Florida Nueva,"EN ARRIENDO $3,000,000",Apartamento en Arriendo Florida Nueva Medellin ,Florida Nueva,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,4,90 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Código 1335588  / Robledo,"EN ARRIENDO $2,000,000",Apartamento en Arriendo Robledo Medellin ,Robledo,Ceramica,2,85 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,3,85 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1335496  / Santa Mónica,"EN ARRIENDO $2,100,000",Apartamento en Arriendo Santa Mónica Medellin ,Santa Mónica,Ceramica,2,85 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,0,85 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Código 1335486  / Calasanz,"EN ARRIENDO $1,350,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,1,49 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Semi-Integral,0 (),,2,4,49 M2.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1335482  / Simón Bolivar,"EN ARRIENDO $3,500,000",Apartamento en Arriendo Simón Bolivar Medellin ,Simón Bolivar,Ceramica,1,54 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,2,5,54 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Código 1335478  / Calasanz,"EN ARRIENDO $2,400,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,"2
                                    CABINADOS",70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (CUBIERTO),,"3
                                    2 CLOSET 
1 VESTIER",5,70 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Código 1335477  / Velodromo,"EN ARRIENDO $3,000,000",Apartamento en Arriendo Velodromo Medellin ,Velodromo,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,0,90 M2.,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
Código 1335442  / Lopez de Mesa,"EN ARRIENDO $1,500,000",Apartamento en Arriendo Lopez de Mesa Medellin ,Lopez de Mesa,Ceramica,2,90 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,3,0,90 M2.,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
Código 1335440  / Laureles,"EN ARRIENDO $3,900,000",Apartamento en Arriendo Laureles Medellin ,Laureles,Ceramica,2,70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,3,5,70 M2.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Código 1335427  / La Castellana,"EN ARRIENDO $3,800,000",Apartamento en Arriendo La Castellana Medellin ,La Castellana,Ceramica,3,320 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,0 (),,4,5,320 M2.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Código 1335418  / San German,"EN ARRIENDO $2,200,000",Apartamento en Arriendo San German Medellin ,San German,Ceramica,2,70 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 (),,2,4,70 M2.,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0
Código 1335413  / Calasanz,"EN ARRIENDO $4,000,000",Apartamento en Arriendo Calasanz Medellin ,Calasanz,Ceramica,2,100 M2. aproximadamente,Medellin Zona 3 - Laureles,1,Integral,1 + cuarto útil (),,4,0,100 M2.,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
